ID,Name,Purpose,Alpha Acid Low (%),Alpha Acid High (%),Beta Acid Low (%),Beta Acid High (%),Co-Humulone Low (%),Co-Humulone High (%),Country,Storability,Total Oil Composition Low (mL/100g),Total Oil Composition High (mL/100g),Myrcene Oil Low (%),Myrcene Oil High (%),Humulene Oil Low (%),Humulene Oil High (%),Caryophyllene Oil Low (%),Caryophyllene Oil High (%),Farnesene Oil Low (%),Farnesene Oil High (%),Linalool Oil Low (%),Linalool Oil High (%),Polyphenols Oil Low (%),Polyphenols Oil High (%),Substitutes,Style Guide,Also Known As,Characteristics,Description
404f60e6-675f-44cf-8fdd-5e202f62fb06,Cashmere,"Bittering, Aroma",7.7,9.1,3.3,7.1,22,24,US,Retains 75% alpha acid after 6 months storage at 20ºC (68ºF),1.2,1.4,39,42,26,29,12,13,1,,,,,,,Saison,,,"Developed by Washington State University and released in 2013, Cashmere is the result of a marriage of Cascade and Northern Brewer. Fortuitously, it features alpha acids higher than that of Cascade."
0dd16c81-f947-4f14-a15c-8782650ea409,Feux-Coeur,Bittering,12,16,3.1,6,,,Australia,,,,,,,,,,,,,,,,,,Feux-Coeur Francais,,"Cheekily named Feux-Coeur (aka Feux-Coeur Francais) is an Australian bittering hop with genetic roots in Burgundian France. First harvested in 2010, the breed is considered rare and bred specifically to be grown in the cooler, southern state of Victoria. Unfortunately little has been written about its best utilization or flavor profile at this stage."
7e04cec5-6ebd-476e-92a3-85c66e47e3f2,Boadicea,Aroma,7,10,3,4,26,,UK,,1.4,2.,30,,20,,15,19,5,,0.2,0.4 ,,,,Pilsner,,"Peppermint, Barrique, Tobacco, Lime, Liquorice","Released in 2004, Boadicea is a finishing hop bred by Horticulture Research International. Known as the first aphid-resistant variety in the world, it also exhibits excellent resistance to wilt and downy mildew. As a dwarf/hedgerow variety, it grows to a shorter height than traditional varieties and yields just the same, making it an easier prospect to harvest."
e12f3adf-044c-49fd-bf8b-2ac7ec6e6db0,Whitbread Golding,"Bittering, Aroma",5,7.5,2.5,3.5,33,37,UK,Retains 66% alpha acid after 6 months storage at 20ºC (68ºF),0.8,1.22,24,27,38,42,9,13,2.1,,,,,,"Fuggle, East Kent Golding","Ale, Pale Ale, Bitter","WGV, Whitbread, Whitbread Golding Variety","Pleasant, fruity, European style aroma","Whitbread Golding enjoys a robust flavor and hoppiness particularly in comparison to other Golding varieties. With its pleasant, fruity, European-style aromatics, it has traditionally been very popular in England and is currently grown extensively for commercial, craft and home brewing use."
ca5bbed9-db53-47db-963d-e0d407469b0b,Orbit,"Bittering, Aroma",4,6,4,6,25,,New Zealand,,1.5,,33,,33,,14,,2,,,,,,,,,,"Orbit is a dynamic hop blend consisting of a constantly evolving selection of hops from New Zealand’s ‘Hops with a Difference’ breeding program. The selected hops in Orbit change year to year based on an available crops quality and uniqueness. As such, no specific tasting notes are possible but usage in the past has resulted in flavors and aromas of tropical fruit."
513c00e9-b2e1-4fdc-815b-a751a5e75d04,Comet,"Bittering, Aroma",9.4,12.4,3,6.1,41,,US,Retains 49% alpha acid after 6 months storage at 20ºC (68ºF),65 ,3.3,40,,1,,10,,0.1,,,,,,"Galena, Summit™","Lager, American Ale, India Pale Ale, Ale",,"Mandarin, elderberry sirup, Geranium, Lemon grass, Resin","Comet has an intriguing parentage of English Sunshine and a native American hop, bringing out a “wild American” flavor. Released in 1974 by the USDA, Comet was originally bred to address the needs for higher alpha hops. Today, it is no longer in commercial production and is somewhat difficult to find."
cc84fd06-a15c-421f-8818-e1cbeee827e8,Cekin,Aroma,6,8,2,3,24,,Slovenia,Retains 79% alpha acid after 6 months storage at 20ºC (68ºF),1.07,,47.9,,16.5,,6.2,,7.1,,,,,,,,,"European aroma, similar to Styrian hops","Like its sibling Cicero, Dr Dragica Kralj at the Hop Research Institute in Zalec, Slovenia originally selected Cekin in the 1980’s. It is a cross between Aurora and a Yugoslav male. It is not currently grown in large quantities commercially due to a lack of interest from breweries. Its vigor and yield are great in Slovenia but to date it has not proven itself in Corvallis test plots in the US. It is said to have a pleasing, distinctive and continental aroma comparable to Styrian Golding."
b730fabc-35d6-4a56-a803-4fd525e63697,Pocket Talisman,Aroma,6,,3.2,,55,,US,Retains 70% alpha acid after 6 months storage at 20ºC (68ºF),0.63,,65,70,5,,,,,,,,,,"Talisman, Cluster",,,,"Originating in Idaho, USA, Dwarf variety Pocket Talisman has proven difficult to establish with rhizomes often failing to produce bines. Originally selected from a field of regular Talisman hops in the 1970’s, the initial test plot took three years to establish due to failed rhizome growth. Once established it produces well on a low trellis but is not currently grown commercially. Little is known of its exact aroma and flavor profile but it is said to share some similarities with Cluster."
febf677f-0591-4c5d-bdd1-36bb35d0a4c5,Spalt,Aroma,2.5,5.7,3,5,22,29,Germany,Retains 50%-60% alpha acid after 6 months storage at 20ºC (68ºF),0.5,0.9,20,35,20,30,8,13,12,18,,,,,"Saaz, Tettnanger, Santiam, Liberty, Hallertau","German Ale, Lager, Pilsner, Bock, Kolsch","Spalter, Spalt Spalter, Spalter Spalt, German Spalt","Earth, spice","Surely one of the world oldest hop varieties, Splat hops date back as far as the 8th century and in the 16th century they were the first variety to be granted the German hop seal – a historically significant certification system predating the current, German Hop Provenance Law. Grown primarily in the Spalt region of Germany, it is one of the original landrace hops."
1da92247-ba65-4cbb-ad65-5985ee0ba030,Belma®,"Bittering, Aroma",9.4,12.1,,,,,US,,,,,,,,,,,,,,,,,"Pale Ale, Blonde, IPA",,"Notes of orange, melon, strawberry, pineapple with a hint of grapefruit","Belma® hops are a recent addition from Hops Direct and Puterbaugh Farms in the Yakima Valley. Belma has been tested as a dual-use hop and found to have an ambrosial mix of orange, melon, strawberry and pineapple with a slight hint of grapefruit. Backing that up, OSU created a Pale Malt with Belma which carried those same aroma and flavor characteristics."
4b568e56-3dfb-4c50-a436-b508b3031c7a,Styrian Gold,"Bittering, Aroma",3.5,6.5,3.5,5.9,28,35,Slovenia,,1.3,2.3,38,47,19,22,5,10,6,10,1.3,2.3 ,,,Styrian Golding,,,"Oregano, Honey, Hay, Basil, Nettle","Styrian Gold should not be confused with Styrian Golding (aka Savinjski Golding, technically a Fuggle-type hop). Styrian Gold is a Slovenian hop, bred from a Styrian Golding and a Slovenian wild male. It has a noble aroma and a balanced hoppiness, which in part stems from a relatively even alpha to beta acid ratio. Styrian Gold also benefits from good storage stability. It was released in 2009."
6fddd994-e2cd-4430-8f85-05b33aa21ec4,Brewer’s Gold,Bittering,7.1,11.3,3.3,6.1,3.3,6.1,UK,Retains 60%-70% alpha acid after 6 months storage at 20ºC (68ºF),1.96,,66.7,,11.6,,6.5,,,,,,,,"Bullion, Cascade, Galena, Northern Brewer (US), Northdown","Ale, American Pale Ale, Bitter, Barley Wine, Imperial Stout",,Notes of spice and blackcurrant,"Brewer’s Gold hops were selected by Ernest Stanley Salmon at Wye College in England in 1919 and were the result of the open pollination of a wild hop sourced from Morden, Manitoba. Despite its initial popularity, the advent of super-alpha hop varieties in the 1980’s rendered Brewer’s Gold largely redundant from a commercial perspective."
078c5eb1-5dc5-43c6-a890-cbbe99f475c5,First Gold,"Bittering, Aroma",5.6,9.3,2.3,4.1,31,36,UK,Retains 80%-85% alpha acid after 6 months storage at 20ºC (68ºF),0.7,1.5,24,28,20,24,6,7,2,4,0.4,0.6 ,,,"Willamette, East Kent Golding, Styrian Golding","Porter, English Bitter, Wheat Beer, Celtic Ale, Summer Ale, Amber Ale, Dark Amber Ale, India Pale Ale, Imperial India Pale Ale",,"Marjoram, Celeriac, Strawberry, Yoghurt","First Gold is a Golding variety, bred from Whitbread Golding and a dwarf variety at Wye College in England. It was released in 1996 and has the distinction of being England’s first hedgerow hop. For brewers, it is useful in just about any style."
d5870cba-f679-4bed-9f0d-0d4b0c7b8968,Rakau,"Bittering, Aroma",5.8,10.9,2.6,4.8,27,,New Zealand,Retains 72% alpha acid after 6 months storage at 20ºC (68ºF),1.2,,44,65,15,,3,8,5,,,,,,,"Pale Ale, Lager","AlphaAroma, AlphAroma",,"Rakau, or AlphAroma as it was previously known, was developed in New Zealand. Languishing in its disease free habitat, Rakau features a high concentration of myrcene is said to pair it beautifully to dry-hopped American Pale Ales."
ac4c3ff4-4272-4c5d-9ad7-bbc9be50ba2d,Cascade (Argentina),Aroma,3.2,,4.5,7,33,40,Argentina,,,,,,,,,,,,,,,,"Hallertau, Tettnanger, East Kent Golding","Barley Wine, American Pale Ale, Kolsch, Cream Ale, Wheat, Blonde",,"Lemongrass, pepper and spice","Unlike the American Cascade, the Argentine Cascade has a mellow character with notes of lemongrass, pepper and spice. It is not considered interchangeable with the American Cascade, which has a very different profile. It is a fine aroma and finishing hop, excellent for wheat beers, blondes and has been suggested as being especially suited to lightly bittering a cream ale. Argentinian Cascade is often compared to Hallertau or Tettnanger."
6034f1b4-300d-4512-abd9-c0f00bb4124a,Teamaker,Aroma,0.6,1.8,5.4,13.2,,,,,,,,,,,,,,,,,,,,Pale Ale,,No bitterness whatsoever,"Developed over several decades by the USDA, Teamaker hops were officially released by the ARS Forage, Seed and Cereal Research Unit in Corvallis, Oregon in the late 2000’s. They are a unique high beta, low alpha breed that have made their mark, not just in the brewing industry, but in the world of medicine and food as well."
d2b40302-bd4d-4a79-a20d-e945afc8d8cd,Sterling,"Bittering, Aroma",4.5,9,4,6,21,28,US,Retains 60%-75% alpha acid after 6 months storage at 20ºC (68ºF),0.6,1.9,44,48,19,23,5,8,11,17,,,,,Saaz,India Pale Ale,,"Spicy, citrus aroma, herbal notes","Sterling was successfully bred to overcome Saaz’s susceptibility to mildew. Developed over 8 years in Corvallis, Oregon it was released in 1998."
f159571e-949e-41ff-b444-d7fbbb6c8261,Hallertau (US),Aroma,3.5,5.5,3.5,5.5,18,24,US,Retains 52%-58% alpha acid after 6 months storage at 20ºC (68ºF),0.6,1.,35,44,30,38,10,12,1,,,,,,"Mount Hood, Liberty, Crystal, Hallertauer Mittelfrüh, Hallertauer Tradition, Ultra","Lager, Pilsner, Bock, Wheat Beer, Kölsch, Munich Helles, Belgian Ale, American Lager",US Hallertau,"Flowery, delicately spicy","Hallertau (US) is definitely a tenacious, Bavarian-style hop. It long dominated its heritage region and is still in demand by craft brewers for Bavarian-style ales. As an American hop, it is outperformed by Mt. Hood and Liberty but is still holding its own. Its low alpha acids and high humulene contribute to a mild, flowery and delicately spicy aroma and flavor profile. The original German-grown Hallertau has long been the staple of German and European lagers."
2cb566fb-52a6-44d6-bec7-7bb846c8ae9a,Landhopfen,Aroma,3.2,4.1,2.5,3.5,21,25,Germany,Retains 66% alpha acid after 6 months storage at 20ºC (68ºF),0.37,,37,,22,,6.3,,13.3,,,,,,,,,Pleasing European aroma,"A low growth rate and yield in addition to a susceptibility to viruses are all reasons why the old German Landhopfen variety is no longer grown commercially. While it’s exact date of creation remains illusive, it has been documented as a variety as far back as 1851. It is said to have good European aroma characteristics and is thought to be a cultivar of an old German land race created via clonal selection."
1995b4d6-b204-4407-8721-0963315b859b,Sunbeam,Aroma,4,5,2.5,,36,,US,,0.8,1.3,56,,14,,4,,6,,,,,,Saaz,"Pilsner, Ale",,Saaz-style characteristics,"Not originally envisioned for use in brewing, Sunbeam is an ornamental hop that was discovered to be inadvertently useful as an aroma hop. Selected in 1992 in Corvallis, Oregon, it features characteristics similar to that of its parent variety, Saaz."
b53b6dd4-56f5-40dc-beef-5db0bf821fdd,Apolon,"Bittering, Aroma",10,12,4,,2.25,,Slovenia,Retains 57% alpha acid after 6 months storage at 20ºC (68ºF),1.3,1.6,63,,26,,4,,11.3,,,,,,,"Bitter, India Pale Ale",,,"Apolon hops are hard to come by with cultivation dwindling since its Super Styrian status was brought into question. Originally introduced as a Super Styrian in the 1970’s, it has since been reclassified as a Slovenian hybrid and is a cross between Brewer’s Gold and a Yugoslavian wild male."
9c8f25b8-ba5c-49a4-bda0-498e3cd968af,Simcoe®,"Bittering, Aroma",12,14,4,5,15,20,US,Retains 70%-80% alpha acid after 6 months storage at 20ºC (68ºF),2,2.5,60,65,10,15,5,8,0,1,,,,,Summit,"Double India Pale Ale, India Pale Ale, Pale Ale",,"Blackberries, Berries, Grapefruit, Plum","Released to the world in 2000 by Yakima Chief Ranches, American variety Simcoe® has become wildly popular with craft brewers. With a high alpha percentage and low cohumulone, it makes a very nice foundational bittering hop. It is also noted though for its favorable aroma qualities. It has a pleasantly fruity, yet earthy herbal and piney aroma."
c0744b9f-7fe2-4e4f-a51c-2068640e254d,Southern Cross,"Bittering, Aroma",13,14,6,7,28,,New Zealand,Retains 71% alpha acid after 6 months storage at 20ºC (68ºF),1.59,,58,,14,,4,,5,,,,,,,"Pale Ale, India Pale Ale, Lager",,"Soft bitterness, lemon zest and pine needles",Southern Cross was created by New Zealand’s HortResearch breeding program as a cross between Smooth Cone and the result of a Californian and English Fuggle. It was released in 1994.
9e9c3c80-c7d4-41f8-a0dc-c4c98baf7f26,Symphony,Bittering,16,18,5,5.6,44,,,,2.6,,39,,,,9,,8.8,,,,,,,,,,Despite Symphony’s very high alpha content and excellent storage stability its extreme susceptibility to powdery mildew has largely deemed the variety untenable for commercial production.
62b0f480-0623-4800-a865-11f704e288ed,Groene Bel,Aroma,4.9,,3.5,,27,,Belgium,Retains 58% alpha acid after 6 months storage at 20ºC (68ºF),0.98,,39,,32,,18,,2.41,,,,,,,,"Green Belle, Green Bubble Belle",Pleasing continental aroma,"Groene Bel or Green Belle as it is otherwise known, is a long-lost Belgian hop that likely came about via clonal selection from native Aalst hops in the late 19th century or early 20th century. After World War II, Groene Bel all but vanished from hop production in Belgium after it was replaced by Czech and German favorites, Saaz and Hallertau. Although Groene Bel is no longer commercially produced, it has been used for breeding aroma hops in Zalec, Slovenia during the 1970’s. Its high humulene content is said to result in a pleasing, continental aroma."
1285d6fd-e066-4615-802d-4b8efd954e0a,Hallertau Blanc,Aroma,9,12,4.5,6,22,26,Germany,,0.8,1.5,50,75,0,3,0,2,0,3.5,,,3,5.9 ,Nelson Sauvin,,,"Lemon grass, Cassis, Elderflower, Grapefruit, Grapes","Hallertau Blanc, daughter of Cascade, was released to the world in 2012. Established on the Hüll farm in the German Hallertau region, it was grown primarily for use in American-style Ales. Hallertau Blanc’s flavor profile is said to be fruity, with wine-like qualities of gooseberry and grass, similar to that of Sauvignon Blanc. It also features a complex aroma profile with notes of cassis and elderflower in addition to grapes, grapefruit and lemongrass. Other notes detected in trials have been passionfruit, pineapple and gooseberry."
d51f82b8-b34a-417f-b7c9-956bdd8438a3,Bullion,Bittering,6.7,12.9,3.7,9.1,39,,UK,Retains 40%-50% alpha acid after 6 months storage at 20ºC (68ºF),1.14,2.7,45,55,23,30,9,11,,,,,,,"Columbus, Northern Brewer, Galena, Chinook, Brewer’s Gold","Stout, Doppelbock, Barley Wine, Imperial Stout",,Elements of spice and dark fruits,"Sister selection to Brewer’s Gold, Bullion was first bred in 1919 at Wye College, England and originates from a wild hop cutting sourced from Manitoba, Canada. It was officially released in 1938."
d722f17e-46df-4442-9d24-f282bae6e192,Sorachi Ace,"Bittering, Aroma",11.5,16,6,7.5,23,28,Japan,,1.5,3,44,55,20,26,7,11,2,5,0.5,0.8 ,,,,"Lager, Pilsner, Saison",,"Over-ripe orange, Lychee, Lemon grass","If you’ve ever enjoyed Sapporo, then you know what Sorachi Ace can do. Originally produced by the Sapporo Brewery in Hokkaido, Japan in the mid-1980s, it was resurrected in the US in 2006. It is a cross between Saaz, Brewer’s Gold and BeiKei No. 2."
abe8eccb-f0ab-4fc5-86cf-fe4a7b2cc291,Ella,Aroma,13.3,16.3,4.8,7.8,34,38,Australia,,2.4,3.4,40,50,16,22,12,18,0,1,,,,,,"Lager, Pilsner, Pale Ale, Stout",Stella,"Tropical flavors, grapefruit, star anise","Ella™ hops, formally known as Stella, is an Australian aroma variety. It is half-sister to Galaxy® and the progeny of Spalt and a tetraploid female and was developed in the state of Victoria in the early 2000’s. By 2007, Ella™ was ready for release in brewing trials. An immediate hit, the variety was fast-tracked into commercial production."
4122dfd2-9963-4993-abcf-4b141fefa425,Hybrid-2,Aroma,10.2,,6.3,,32,,South Africa,Retains 60% alpha acid after 6 months storage at 20ºC (68ºF),0.9,,52,,3,,9,,3.9,,,,,,"Yakima Cluster, California Cluster",,Hybrid,,"Hybrid-2 was developed in South Africa in the early 1940’s. Thought to be an open-pollinated seedling of California Cluster, it was discontinued in South Africa in 1964 due to low yields. It is however still produced commercially in Cashmere, India where it shows significantly better yields."
76625f75-1cec-4288-a57e-94f82756fa81,Lucan,Aroma,4,,3.3,,21,,Czechia,,,,,,,,,,,,,,,,,,"Saazer, Bohemian Early Red","Mild bitterness, noble aroma","Developed at the Hop Research Institute in Zatec, Czechia, and officially registered in 1941, Lucan was created via clonal selection of the Czech Zatecky Krajovy variety. Known as being one of the Czech Rebublic’s oldest varieties, it is also thought likely to be a close relative of Saaz. Noted for its commercially desirable noble aroma qualities and mild bitterness, its yield is marginal in the US, but decent in its native Czechia."
76652c11-3c90-470e-88b5-3db860646122,Northern Brewer (US),"Bittering, Aroma",8,10,3,5,20,30,US,Retains 70%-85% alpha acid after 6 months storage at 20ºC (68ºF),1.5,2,50,60,20,30,5,10,0,1,,,,,"Northern Brewer, Chinook",India Pale Ale,,,"Genetically distinct from the original English variety, US Northern Brewer was created as a cross between Northern Brewer and a Native American variety. The result is much better suited to US growing conditions."
5b3753b1-7f3d-472d-9ef4-d1edfb74c351,Nugget,"Bittering, Aroma",9.5,14,4.2,5.8,22,30,US,Retains 70%-80% alpha acid after 6 months storage at 20ºC (68ºF),1.5,3,48,59,12,22,7,10,0,1,0.5,1 ,3,4 ,Galena,"India Pale Ale, Imperial India Pale Ale",,"Lemon, Lychee, Geranium, Pineapple","Nugget’s super alpha acid content, low beta and low cohumulone percentages give it an excellent bittering kick popular in IPAs, Imperials and other super hoppy brews. It’s high myrcene content also results in a green, herbal aroma."
bdf289b6-e04d-4ebc-8a05-eb19392136ac,Zeus,Bittering,13,17.5,4.5,6.5,30,40,US,,2.4,4.5,45,55,9,14,5,10,1,,,,,,Columbus,,CTZ,"Fennel, Aniseed, Melissa, Nettle, Citrus","Aptly named after the god of lightning and thunder, proprietary American hybrid variety Zeus is a high yielding hop with a pleasant aroma noted for its pungent hoppy “kick” and spicy, herbal flavor and aroma."
6ce63562-6cbb-42bf-95c0-aeb3641dd5fd,Northern Brewer (UK),"Bittering, Aroma",9.5,,4,,26,,,Retains 77% alpha acid after 6 months storage at 20ºC (68ºF),1.6,,56,,21,,7.6,,0.1,,,,,,,"Lambic, Porter, California Common, European Ales, Stout",,Minty and resinous,"Northern Brewer is a well-known dual-use hop developed at Wye College in 1934. Currently, it is being grown in several countries around the world. The original was a cross between East Kent Golding and a Brewer’s Gold male. Today, it is grown mostly in Germany and the US."
771c3841-19bf-42b7-ae8e-cb4d725a83a4,Target,"Bittering, Aroma",8,12.5,5,5.5,29,35,UK,Retains 45%-55% alpha acid after 6 months storage at 20ºC (68ºF),1.6,2.6,17,22,8,10,0,1,0,1,,,,,"Fuggle, Willamette","Bitter, Pale Ale, Kentish Bitter, India Pale Ale, Brown Ale, American Lager",Wye Target,,"English dual-use variety Target was released in 1992 and features a lineage including Northern Brewer and Eastwell Golding. Though being somewhat closely related, Target’s cousin, Challenger is considerably different."
df6a0c4d-d8f5-469c-8549-521493dd7ee9,Sunshine,Aroma,6.7,8.2,2.1,3.1,34,,UK,Retains 50% alpha acid after 6 months storage at 20ºC (68ºF),1.35,,55,,0.9,,,,,,,,,,,,,,"Mother to Comet, Sunshine was developed via open pollination seedling selection at Wye College in England. It was selected by Professor E. R. Salmon in the early 1930’s and exhibits a very similar oil profile to Comet."
dfbeab07-a9c5-4099-aa20-77e71c521a6a,Talisman,"Bittering, Aroma",5.7,6.7,2.8,3.6,53,,US,Retains 64% alpha acid after 6 months storage at 20ºC (68ºF),0.72,,68,,4,,5.9,,0.2,,,,,,,,,,"Released in 1965, Talisman is an American Cluster variety descended from Cluster. Peaking at 4.6% of total US hop production in 1973, the popularity of Talisman has steadily declined ever since. Currently, it is no longer grown commercially. It has fairly low alpha acids, although up to 8% AAU was recorded in the Yakima Valley."
cfeae76d-9945-4121-b59c-4031a6b4e0da,Vic Secret,"Bittering, Aroma",14,17,6.1,7.8,51,56,Australia,,2.2,2.8,38,41,12,21,11,15,0,1,0.2,0.6 ,,,Galaxy,"Pale Ale, India Pale Ale, Stout, Porter","Victoria, Victoria’s Secret, Victoria Secret","Pineapple, Pepper, Ginger, Pear","Vic Secret had her first commercial harvest in 2013. Developed in 2000 in Victoria, Australia alongside sister variety Topaz, Vic Secret features elements of tropical fruit, herbs and pine with clean notes of pineapple and passionfruit."
756bb3c8-16d5-413d-a3a9-c8f59ebbc515,Tillicum®,Bittering,13.5,15.5.,9.5,11.5,35,,US,Retains 80% alpha acid after 6 months storage at 20ºC (68ºF),1.5,,40,,14,,7,,,,,,,,"Galena, Chelan®",,,Elements of stone fruit and citrus,"Daughter of Galena and sibling to Chelan®, Tillicum® is a proprietary hop trademarked and grown only by J.I. Haas of Toppenish, Washington in the Yakima valley. Developed in the late 1980’s and released in 1995 it is an excellent yielding hop that keeps well and has high average alpha and beta acid content. It’s said to share the stone fruit and citrus characteristics of its other family members."
4f03ab3a-aa71-4aa8-9c73-f6b639a19c4f,El Dorado ®,"Bittering, Aroma",13,17,7,8,28,33,US,Retains 60%-75% alpha acid after 6 months storage at 20ºC (68ºF),2.50,3.3,55,60,10,15,6,8,0.1,,,,,,"Galena, Simcoe®","Wheat, India Pale Ale",,"Flavors of tropical fruit, pineapple, mango. Aromas of pear, watermelon, stone fruit and candy.","El Dorado is a relatively new kid on the block. Created by Moxee Valley-based CLS Farms, LLC in 2008, it was released to the public in 2010. A product of the Yakima Valley’s cooler climate, it features a uniquely fruity flavor profile in addition to desirable bittering and aromatic properties."
ccc37c9e-c698-44b2-aa48-6dd2ec9eadfa,Furano Ace,Aroma,7,8,5,8,21,,Japan,Retains 70% alpha acid after 6 months storage at 20ºC (68ºF),1.53,,50,,19,,7,,12,,,,,,,,,European-style aroma,"Furano Ace is an aroma hop originally cultivated by Sapporo Brewing Co. Ltd. in the late 1980’s. Bred from a mix of Saaz and Brewer’s Gold, it has a pleasing European-style aroma but it is no longer grown in any significant commercial capacity. It was primarily grown in an effort to create a Saaz-like aroma variety that would outperform the then common Shinshuwase hops variety."
103febee-77af-40ec-a1f5-ebe2bca795dd,Premiant,Aroma,8,12.5,4.5,8,22,23,Czechia,,1.1,1.8,35,50,25,35,7,13,1,1.5,0.4,0.7 ,4,5 ,,"Pilsner, Ale, Pale Ale, Belgian Ales, Belgian Pilsners",Czech Premiant,"Jasmine, Passoin fruit, Lavender, Chocolate, Lemon grass","Premiant, meaning prized or prize-winning, is moderately bittering with a low cohumulone ratio. This makes it an ideal neutral bittering agent, especially for Pilsners. Released in 1996, it is a descendant of Northern Brewer and often employed by brewers in Belgian Pilsners and is also well suited to Belgian, French and German Ales as well. This versatility is perhaps one reason that breweries dabbling in Czech or Belgian styles have a strong preference for Premiant."
a756e29d-0dce-43da-8d06-db0b3ac7b694,Yakima Gold,"Bittering, Aroma",8.8,10.5,4.3,5,21,23,US,,1.9,2.3,45,50,21,25,6,8,9,10,,,,,,,Yakima Goldings,,"Developed by Washington State University and released in 2013, Yakima Gold has excellent mild bittering and aroma properties and makes for a great dual-use hop. It descends from Early Cluster and a wild Slovenian male, so it may display some Saaz-like qualities."
66f7d85f-5b5d-420d-a19f-33f4cc4f20da,Yeoman,"Bittering, Aroma",12,16,4,5,25,,UK,Retains 80% alpha acid after 6 months storage at 20ºC (68ºF),1.7,2.4,48,,20,,10,,,,,,,,,,Wye Yeoman,,"Bred at Wye College in the 1970’s, Yeoman is no longer available on the commercial brewing market, but instead has made its mark in breeding other notable varieties. It is responsible for Pioneer and also the Australian hop Super Pride, which has since superseded Pride of Ringwood."
3002b735-2b83-4556-9d68-d53a9759b9cb,Bullion 10A,Bittering,8,13.8,2.8,6.9,42,,,Poor,1.55,,63,,12,,7,,0.2,,,,,,"Columbus, Northern Brewer, Galena, Chinook, Brewer’s Gold","Stout, Doppelbock, Barley Wine, Imperial Stout",,Same as Bullion,"Though technically still Bullion, Bullion 10A is a heat-treated and meristem-tip cultured version of the original English variety. Developed by the USDA and released in 1972, it was retired from production in the US in 1985 along with the original Bullion following the introduction of super-alpha varieties."
4e46ed00-944a-45ad-84fd-72317d1b0a52,Dunav,Aroma,5.1,9.6,2.8,4.6,30,,Serbia,Retains 74% alpha acid after 6 months storage at 20ºC (68ºF),1.19,,19,,19,,6,,6.2,,,,,,,,,,"Originating in the former Yugoslavia, Dunav was bred in the 1960’s with the intent of replacing the low-yielding Backa. However, it has never truly been accepted commercially and remains in limited production in Serbia. It is a triploid cross from Northern Brewer, Styrian Golding and a wild male. Sibling to Neoplanta and Vojvodina, Dunav tends to exhibit a variable alpha acid rate but enjoys good storage stability."
4aea6255-1c1c-4611-8a3d-f9811063f3f9,Greensburg,"Bittering, Aroma",5.2,,7.2,,,,US,,,,,,,,,,,,,,,,,,,"Fruity, woody aromas",Greensburg is an American aroma hop grown mainly in southern Idaho and is used primarily by microbreweries. It has both fruity and woody notes. Its beta acids actually supersede its alpha acid content. Best when added to the end of a boil for aroma.
d5134693-6f13-4d73-a3a4-a9127c0b7709,Opal,"Bittering, Aroma",13,14,3.5,5.5,28,34,Germany,Retains 60%-70% alpha acid after 6 months storage at 20ºC (68ºF),0.8,1.3,30,45,20,25,9,10,0,1,1,1.5 ,3,5 ,"East Kent Golding, Styrian Golding","Pilsner, Hefeweizen, Helles, Lager, Brown Ale, Saison, Tripel, Wheat, Kolsch, Blonde Ale",,"Citrus, Bergamot, Apricot, Aniseed, Liquorice","Developed by the Hull Hops Research Institute in Germany, Opal hops feature a clean aroma and flavor profile of spice and citrus with a hint of sweetness. It was released to the brewing world in 2004 and is considered useful for both aroma and bittering."
8cb3c7a9-2560-4087-b769-c9856faea709,Smaragd,"Bittering, Aroma",4,6,3.5,5.5,13,18,Germany,Retains 60%-70% alpha acid after 6 months storage at 20ºC (68ºF),0.7,1.7,20,40,30,50,9,14,1,,0.9,1.4 ,4,6 ,,"Ale, Amber","Emerald, German Emerald","Camomile tea, Tarragon, Butter, Liquorice, Cognac","Smaragd is another interesting hop to come out of the Hop Research Institute in Hüll, Germany. Bred with the purpose of creating a more disease resistant alternative to Hallertau Mittelfrüh, it was released for large-scale production in 2007."
0aab5bfe-8813-49e3-887b-db0bec3b03e2,Galena,Fruity aroma,11.5,13.5 ,7.2,8.7 ,39,,US,Retains 75%-80% alpha acid after 6 months storage at 20ºC (68ºF),0.9,1.3,55,60,10,15,3,6,0,1,,,,,"Nugget, Columbus, Zeus, Chinook, Pride of Ringwood, Eroica, Newport, Cluster, Brewers Gold","Imperial Stout, Stout, India Pale Ale, Barley Wine",,"Lime, Gooseberry, Pear, Pineapple",Super alpha Galena is one of the most widely used bittering hop varieties in the US and is also an excellent dual-use hop.
4d70a5b1-b522-4c99-8474-df109041f330,Satus®,Bittering,12.5,14,8.5,9,32,35,US,Retains 60%-70% alpha acid after 6 months storage at 20ºC (68ºF),1.5,2.8,40,45,15,20,7,10,0,1,,,,,"Nugget, Galena","India Pale Ale, Pale Ale, Stout, Barley Wine, Imperial Stout",,,"Satus® is a trademarked variety of Yakima Chief Ranches in Washington State. It is a high alpha dual-use hop considered great as a clean foundational hop when used at the beginning of a boil and when an extra punch of hops is desired. When used late, strong citrus notes come to the fore."
