ID,Name,Producer,Group,Type,Standard (ASBC/EBC/ION),Moisture (%),"Extract, F.G. dry (%)",Extract (L/KG),Fine-coarse difference (EBC),Potential (SG),Color (EBC),Diastatic power (ºWK),Protein Total (%),Soluble protein (%),Total Nitrogen (%),Soluble Nitrogen (mg/100g),Max in Batch (%),FAN (mg/g),Alpha Amylase (Dry min),Beta Glucans (mg/l),Saccharification time (min),Viscosity (mPa.s),DMS-P,Kolbach Index,Friability (%),Wort pH,Country,Notes,
f2e4b893-d2c0-45f1-8c08-227692fab98f,GoldSwaen©Wheat Dark,The Swaen,,grain,EBC,4.5,80,,,,200,,,,,,15,,,,,,,,,5.6,Netherlands,"Schwarzbier, dark beers, Stout, Porter, Ale, Bockbier, Altbier, dark wheat beers, all beer types for colouration.",
2778feac-2ac5-4937-8112-cf2905e04660,GoldSwaen©Brown Supreme,The Swaen,,grain,EBC,4.5,76,,,,320,,,,,,40,,,,,,,,,5.5,Netherlands,"Pilsner, light beers, alcohol reduced beers, Bockbier, export beers, special beers, dark beers. ",
ca70d929-728e-422b-aa46-b7771c70aa6b,GoldSwaen©Classic,The Swaen,,grain,EBC,5.5,77,,,,130,,,,,,20,,,,,,,,,5.6,Netherlands,"Pilsner, light beers, alcohol reduced beers, Bockbier, export beer, special beers, dark beers. ",
058546ac-6ca9-4730-a7ec-b987662edb52,GoldSwaen©Red,The Swaen,,grain,EBC,7,78,,,,60,,,,,,35,,,,,,,,,5.8,Netherlands,"Pilsner, light beers, alcohol reduced beers, Bockbier, export beers, special beers, dark beers.",
aee1e6e9-132a-478f-ac21-fb5dbe29b0be,GoldSwaen©Munich Dark,The Swaen,,grain,EBC,5.5,77,,,,160,,,,,,20,,,,,,,,,5.6,Netherlands,"Pilsner, light beers, alcohol reduced beers, Bockbier, export beers, special beers, dark beers.",
c218de05-6cc3-422c-ad36-86d24e452466,GoldSwaen©Munich Light,The Swaen,,grain,EBC,4.5,80,,,,110,,,,,,25,,,,,,,,,5.6,Netherlands,"Pilsner, light beers, alcohol reduced beers, Bockbier, export beers, special beers, dark beers. ",
88f90426-4acd-44c0-8fcb-1c04bc7a43c2,GoldSwaen©Light,The Swaen,,grain,EBC,9,75,,,,20,,,,,,50,,,,,,,,,6,Netherlands,"Pilsner, light beers, alcohol reduced beers, Bockbier, export beers, special beers, dark beers.",
78d06ee9-a6b7-4265-a567-cb924c723e87,GoldSwaen©Hell,The Swaen,,grain,EBC,8,79,,,,30,,,,,,50,,,,,,,,,6,Netherlands,"Pilsner, light beers, alcohol reduced beers, Bockbier, export beers, special beers, dark beers.",
4fc4e733-b8a4-4558-9870-a5da376ca061,GoldSwaen©Brown,The Swaen,,grain,EBC,4.5,77,,,,240,,,,,,20,,,,,,,,,5.5,Netherlands,"Pilsner, light beers, alcohol reduced beers, Bockbier, export beers, special beers, dark beers. ",
9a8b3f47-7376-4cef-b52a-e5387e83663d,GoldSwaen©Belge,The Swaen,,grain,EBC,7,78,,,,40,,,,,,25,,,,,,,,,5.9,Netherlands,"Belgian speciality beers, Belgian blonde, Belgian brown, Belgian amber, Tripel, Dubbel.",
3cc60df6-a9a8-46df-abcb-fd942269daf1,GoldSwaen©Aroma,The Swaen,,grain,EBC,4.5,75,,,,450,,,,,,10,,,,,,,,,5.4,Netherlands,"GoldSwaen©Aroma is used for up to 15% of the grist for dark beers, such as Amber, Ale, Dark Ale, Stout or Porter.",
ac1d98f0-0332-4dc9-bf30-ba029c935d5c,GoldSwaen©Amber,The Swaen,,grain,EBC,6.5,78,,,,80,,,,,,30,,,,,,,,,5.8,Netherlands,"Pilsner, light beers, red beers, alcohol reduced beers, Bockbier, export beers, special beers, dark beers.",
682ff94d-5570-4e63-9f8c-70fa129c20ea,BlackSwaen©Coffee Light W,The Swaen,roasted,grain,EBC,4.5,78,,,,500,,,,,,10,,,,,,,,,5.5,Netherlands,"Schwarzbier , dark beers, Stout, Porter, Ale, Bockbier, Altbier, dark wheat beers, all beer types for coloring.",
4bc6e39f-e4f0-4415-8584-dd36b3e7020a,BlackSwaen©Black Extra,The Swaen,roasted,grain,EBC,4.5,71,,,,1400,,,,,,5,,,,,,,,,5.4,Netherlands,"Schwarzbier, dark beers, Stout, Porter, Ale beer, Bockbier, Altbier, all beer types for colouring.",
ee0018f4-c659-4516-9e6d-f1acf2e01ae0,BlackSwaen©Black W,The Swaen,roasted,grain,EBC,4.5,78,,,,1250,,,,,,5,,,,,,,,,5.5,Netherlands,"Schwarzbier, dark beer, Stout, Porter, Ale beer, Bockbier, Altbier, dark wheat beers, all beer types for coloruation.",
cb0058f9-b1a3-4a0e-8108-550a80eee59f,BlackSwaen©Honey Biscuit,The Swaen,roasted,grain,EBC,4.5,80,,,,90,,,,,,20,,,,,,,,,5.8,Netherlands,"Belgian style Blondes and Triples, Ale and Brown Ale. Seasonal autumn and winter beers, barrel aged Ale.",
1d887e19-3947-48a3-9cdd-b1fad8133f7e,BlackSwaen©Biscuit,The Swaen,roasted,grain,EBC,4.5,79,,,,90,,,,,,20,,,,,,,,,5.8,Netherlands,"Pilsners, Lagers, Ales, Kölsch, light beers, export beers, special beers, all other beers.",
f519770f-c12d-41f7-9b87-91378f0d0b50,BlackSwaen©Coffee,The Swaen,roasted,grain,EBC,4.5,77,,,,800,,,,,,10,,,,,,,,,5.4,Netherlands,"Stouts, Porters, Scottish Ale, dark Belgian style beers, slightly in brown Ales for hints of fresh roasted coffee.",
189157a0-ef54-4d52-bf28-7201da1bcb6c,BlackSwaen©Chocolate W,The Swaen,roasted,grain,EBC,4.5,78,,,,1000,,,,,,5,,,,,,,,,5.5,Netherlands,"Schwarzbier, dark beers, Stout, Porter, Ale, Bockbier, Altbier, dark wheat beers, all beer types for colouring.",
fc648d5e-7ff2-418d-a1d2-d80b1650334d,BlackSwaen©Chocolate B,The Swaen,roasted,grain,EBC,4.5,75,,,,1000,,,,,,5,,,,,,,,,5.4,Netherlands,"Schwarzbier, dark beers, Stout, Porter, Ale beer, Bockbier, Altbier, all beer types for colouring.",
e1efb5dd-5fa2-41a4-a541-ac51ccb1f9d0,BlackSwaen©Black,The Swaen,roasted,grain,EBC,4.5,73,,,,1250,,,,,,5,,,,,,,,,5.4,Netherlands,"Schwarzbier, dark beers, Stout, Porter, Ale, Bockbier, Altbier, all beer types for colouring.",
930a475d-8999-4995-ad72-39e4eb207735,BlackSwaen©Barley,The Swaen,roasted,grain,EBC,4.5,73,,,,1250,,,,,,5,,,,,,,,,5.5,Netherlands,"Schwarzbier, Stout, Porter, Ales, Bockbier, Altbier, dark beers, all beer types for colouring.",
8bdbb7c1-67a9-43f4-9c06-93d652e235de,PlatinumSwaen©Salty Caramel Malt,The Swaen,caramel,grain,EBC,6.5,81.3,,,,30,,,,,,20,,,,,,,,,5.8,Netherlands,"All kind of special beers, amber beers.",
bee67093-91b2-4283-9c1d-e174611c2f8e,PlatinumSwaen©Smoke,The Swaen,smoked,grain,EBC,5.6,82,,,,6,,,,,,100,,,,,,,42,80,,Netherlands,"Smoked beers, specialty beers, Lager, Alaskan Ale, Scottish Ale.",
9bf561b7-ed1c-4364-8e52-4b9288d09bf4,PlatinumSwaen©Sauer,The Swaen,specialty,grain,EBC,5,,,,,14,,,,,,5,,,,,,,,92,4.2,Netherlands,"Pilsner, Ales, light beers, wheat beers.",
18b11227-2c90-464a-a928-1dc793254185,PlatinumSwaen©Rye,The Swaen,specialty,grain,EBC,5,84.2,,,,4,,,,,,5,,,,10,,,,,,Netherlands,"Schwarzbier, dark beers, Stout, Porter, Ale, Bockbier, Altbier, all beer types for colouration.",
8acb1c1e-5b81-4350-b0d8-f12317203b10,PlatinumSwaen©Oat,The Swaen,specialty,grain,EBC,5,76,,,,4.5,,9,,,,10,,,,120,,,,,,Netherlands,"Special beers, wheat beers, dark beers, stouts, porters, other robust British ales",
601ce206-37d6-41f3-ac55-d7ea87c6589a,PlatinumSwaen©Spelt,The Swaen,specialty,grain,EBC,4.5,82,,,,10,,16,,,,20,140,,,20,1.85,,,,5.6,Netherlands,"Belgian saison, special beers, wheat beers.",
770ccf76-8334-46e2-b78f-366663255c98,Flaked Maize,The Swaen,,grain,EBC,13,,,,,,,,,,,,,,,,,,,,,Netherlands,Usually in lighter Pilsners,
53e35262-20d9-4ea0-a2b9-94f3465ac025,Flaked Barley,The Swaen,,grain,EBC,12,,,,,,,,,,,,,,,,,,,,,Netherlands,All types of beer,
c87d48d9-76df-4c70-be23-62f2377d15c0,Flaked Oat,The Swaen,,grain,EBC,13,,,,,,,,,,,10,,,,,,,,,,Netherlands,Every beer type,
f3966e9b-2383-45da-a8d0-0a4b19c642c8,Flaked Wheat,The Swaen,,grain,EBC,14,,,,,,,,,,,10,,,,,,,,,,Netherlands,Every beer type,
7d8950ba-69e8-40d0-bfe5-6006252e956e,Maris Otter® Pale Ale Malt,Thomas Fawcett,,grain,EBC,4,80,,,,7.5,,10,,,,100,,,,,,,45,90,,UK,"Ale malts are the main ingredient for all types of bitters, milds and stouts.",
460a267c-5c40-4ffa-90c5-e622a9136848,Halcyon Pale Ale Malt,Thomas Fawcett,,grain,EBC,4,80,,,,7.5,,10.5,,,,100,,,,,,,45,90,,UK,"Ale malts are the main ingredient for all types of bitters, milds and stouts.",
0c696e4f-a84b-49e1-a9c2-98a398ef6c76,Golden PromiseTM Pale Ale Malt,Thomas Fawcett,,grain,EBC,4,80,,,,7.5,,10,,,,100,,,,,,,45,88,,UK,"Ale malts are the main ingredient for all types of bitters, milds and stouts.",
e78e087d-0d7e-4901-9d90-51af31b1b012,Pearl Pale Ale Malt,Thomas Fawcett,,grain,EBC,4,80,,,,7.5,,10.5,,,,100,,,,,,,45,90,,UK,"Ale malts are the main ingredient for all types of bitters, milds and stouts.",
3be6b35b-a07e-41a1-8045-de61ac3e45ab,Spring Barley Pale Ale Malt,Thomas Fawcett,,grain,EBC,4,80,,,,7.5,,10.5,,,,100,,,,,,,45,90,,UK,"Ale malts are the main ingredient for all types of bitters, milds and stouts.",
a275d72b-2b22-4144-a3b2-dbc6f53b286c,Maris Otter® Low Colour Malt,Thomas Fawcett,,grain,EBC,4,80,,,,5,,10,,,,100,,,,,,,45,90,,UK,Pale ale brews. Light golden colour & sweet wort. ,
80773e62-9be8-4f1d-968d-7ad867a0edab,Lager Malt,Thomas Fawcett,,grain,EBC,4,80,,,,5,,10.5,,,,100,,,,,,,45,88,,UK,"Lager brews, Light golden colour & sweet wort. ",
eeb87d05-f2e2-4586-b8eb-acbc7a7bd6f4,Mild Ale Malt,Thomas Fawcett,,grain,EBC,4,80,,,,9,,10.5,,,,100,,,,,,,45,88,,UK,Darker wort than Pale Ale malts.,
7982b865-1fb8-4dfe-b9e5-90a46cfbd54e,Vienna Malt,Thomas Fawcett,,grain,EBC,4,79,,,,15,,10.5,,,,20,,,,,,,45,86,,UK,"Lager & Ales, Darker wort, aromatic, sweet, flavourful wort.",
d19591d7-4ae3-487f-9cff-694c0e2e759a,Munich Malt,Thomas Fawcett,,grain,EBC,4,79,,,,30,,10.5,,,,20,,,,,,,45,86,,UK,"Lager & Ales, Darker wort, aromatic, sweet, flavourful wort.",
273205ae-a1b2-4227-a784-660fb5545959,Wheat Malt,Thomas Fawcett,,grain,EBC,4.5,80,,,,5,,11.9,,,,40,,,,,,,45,,,UK,Wheat beers and adjunct,
d629d373-c33c-49ab-8e7c-b0d49bcea0db,Oat Malt,Thomas Fawcett,,grain,EBC,4.5,60,,,,7.5,,11.9,,,,10,,,,,,,34,,,UK,"Enhance body, flavour of dark beers, sweet kernels. A",
25e428d9-ec4b-4b8b-b24d-3f5264568ca2,Rye Malt,Thomas Fawcett,,grain,EBC,4.5,75,,,,10,,10.9,,,,10,,,,,,,46,,,UK,"Sweet, biscuity and flavourful",
05d3e06c-9e46-4e32-aa88-fce57c34fb14,Pale Caramalt,Thomas Fawcett,,grain,EBC,7.5,70,,,,20,,,,,,10,,,,,,,,,,UK,"Very pale, light, sweet wort.",
5fa15314-ffe5-42f6-a38b-ddc7db5de55b,Caramalt,Thomas Fawcett,,grain,EBC,7,70,,,,40,,,,,,10,,,,,,,,,,UK,"Pale golden colour. Very light, sweet malt flavour.",
37fd66e9-7518-41e4-8731-d129fbf7e14f,Pale Crystal Malt,Thomas Fawcett,,grain,EBC,6.5,70,,,,90,,,,,,10,,,,,,,,,,UK,"Golden wort. Light, sweet malty flavour.",
61ac4922-7a57-441c-a45d-0ca248d17944,Crystal Malt,Thomas Fawcett,,grain,EBC,5,70,,,,175,,,,,,10,,,,,,,,,,UK,Orange wort. Caramel-toffee flavour.,
ad06cf5f-2049-4894-a80e-09d639c7aa71,Dark Crystal Malt,Thomas Fawcett,,grain,EBC,4.5,70,,,,300,,,,,,10,,,,,,,,,,UK,Adds ruby red colour to beer. Burnt toffee flavour. A,
d9abdd9b-3fdc-42f8-a996-e973cb565d6d,Red Crystal Malt,Thomas Fawcett,,grain,EBC,4.5,70,,,,450,,,,,,10,,,,,,,,,,UK,"Dark ruby red colour, intense burnt toffee flavour.",
faef540d-d09d-4979-8639-79a045e66cdd,Crystal Wheat Malt,Thomas Fawcett,,grain,EBC,5,70,,,,190,,,,,,10,,,,,,,,,,UK,"Dry, more ""biscuity"" than Crystal malt.",
49cd153f-97ee-4dda-8781-3a60155bbbfe,Crystal Rye Malt,Thomas Fawcett,,grain,EBC,5,70,,,,250,,,,,,10,,,,,,,,,,UK,Dry liquorice toffee flavour. ,
dbe34385-52dd-4860-94ef-7cb2632dcfd9,Amber Malt,Thomas Fawcett,roasted,grain,EBC,4.5,70,,,,140,,,,,,,,,,,,,,,,UK,"Dry, mild coffee flavour, amber colour.",
1b9fe8c6-122b-4cb7-b3ce-456491e35a3a,Brown Malt,Thomas Fawcett,roasted,grain,EBC,4.5,70,,,,200,,,,,,,,,,,,,,,,UK,"Dry, mild coffee flavour, darker amber hue.",
ad1a50f0-fa27-4e46-85e1-46f721861c3d,Pale Chocolate Malt,Thomas Fawcett,roasted,grain,EBC,4.5,70,,,,690,,,,,,5,,,,,,,,,,UK,"Smooth coffee flavour, brown colour.",
3c6a2a52-bb9e-42f9-93a7-d7dc38b64bf9,Chocolate Malt,Thomas Fawcett,roasted,grain,EBC,4.5,70,,,,1250,,,,,,5,,,,,,,,,,UK,"Strong coffee flavour, darker brown colour.",
987976f5-1f75-42ec-abd2-5b576a48cc1f,Black Malt,Thomas Fawcett,roasted,grain,EBC,4.5,70,,,,1600,,,,,,5,,,,,,,,,,UK,"Strong, burnt coffee flavour. Dark brown.",
f7ef90e3-3791-4e55-a3f7-f638090a4346,Roasted Barley,Thomas Fawcett,roasted,grain,EBC,4.5,68.5,,,,1600,,,,,,,,,,,,,,,,UK,"Sharp, dry, bitter flavour. Dark brown. ",
af0d73bd-f5e2-4a74-935c-6db3e44bd1e4,Roasted Wheat,Thomas Fawcett,roasted,grain,EBC,4.5,70,,,,1100,,,,,,5,,,,,,,,,,UK,Softer flavour than roast barley malts.,
d98dbcb7-a340-4e35-84c6-ebf77e75c75a,Roasted Rye,Thomas Fawcett,roasted,grain,EBC,4.5,67.5,,,,850,,,,,,5,,,,,,,,,,UK,"Dry, biscuity flavour.",
8123d102-7f47-4f3f-8896-c0e229f8c43b,Okefenokee Pale ,Two Track Malting Company,,grain,ASBC,4.1,81.3,,1.3,,5.3,376.7,12,5,,,100,,54,,,,,,94.1,6,US,"This malt was made from Copeland 2-Row Barley that was planted on May 5th, 2018 and harvested on August 7th, 2018 by Stober Farms. The Stober Farm is a 6th generation family farm located in Goodrich, ND and has been producing the highest quality grains for over 100 years.",
7b457a75-e0ba-449d-8741-006ef68efd10,Badlands Sunset,Two Track Malting Company,,grain,ASBC,5.2,81.9,,1.7,,3.7,447.05,11.9,4.8,,,100,,59,,,,,,92.6,6.1,US,"This malt was made from Copeland 2-Row Barley that was planted on May 5th, 2018 and harvested on August 7th, 2018 by Stober Farms. The Stober Farm is a 6th generation family farm located in Goodrich, ND and has been producing the highest quality grains for over 100 years.",
fe47d195-d42c-4f71-a553-3d600b42b8a5,Pronghorn – Brewski Pale,Two Track Malting Company,,grain,ASBC,3.25,80,,0.95,,3.5,300.75,11.55,4.165,,,,,57,,,,,,92.55,6,US,"This malt was made from an exclusive two row barley developed by North Dakota State University designed with the brewer in mind. Two Track Malting was able be the first to commercially malt this and we are excited to be the only ones growing and malting this special barley. Arrow K Farms grew this barley in Belfield, ND and is in Pronghorn country where this malt got its name. Arrow K Farms is a seed farm and crops are grown with quality as a top priority. ",
220f32b6-071a-4b4d-a9bb-31fa2be2589b,Dakota,Two Track Malting Company,,grain,ASBC,3.2,80.7,,1.1,,10.4,344.5,11.7,5.74,,,100,,59,,,,,,96.1,5.86,US,"This malt was made from Copeland 2-Row Barley that was planted on May 5th, 2018 and harvested on August 7th, 2018 by Stober Farms. The Stober Farm is a 6th generation family farm located in Goodrich, ND and has been producing the highest quality grains for over 100 years.",
9fe87a82-2e4d-4585-bb0a-8a3848abfa17,Denhoff,Two Track Malting Company,,grain,ASBC,4.2,79,,11.4,,22.5,134.5,11.3,3.81,,,50,,26,,,,,,61,5.69,US,"This malt was made from Copeland 2-Row Barley that was planted on May 5th, 2018 and harvested on August 7th, 2018 by Stober Farms. The Stober Farm is a 6th generation family farm located in Goodrich, ND and has been producing the highest quality grains for over 100 years.",
e5ecea46-e720-4a23-a0af-3cdee49f09ad,Bakken,Two Track Malting Company,,grain,ASBC,3.1,77.9,,6.9,,220.6,197.5,12.4,6.29,,,,,25,,,,,,88.9,5.03,US,"This malt was made from Copeland 2-Row Barley that was planted on May 5th, 2018 and harvested on August 7th, 2018 by Stober Farms. The Stober Farm is a 6th generation family farm located in Goodrich, ND and has been producing the highest quality grains for over 100 years.",
e24135f1-6b4f-456b-bec5-213ad29c289b,Astro White Wheat,Two Track Malting Company,,grain,ASBC,4.7,78.8,,2.2,,4.6,383,15.9,4.13,,,,,86,,,,,,,,US,"AKF-Astro is a hard white spring wheat developed for malting by Arrow K Farms. Arrow K Farms is based in southwestern North Dakota on the edge of the Badlands in Billings County. Since it is a seed farm, crops are grown with quality as a top priority. Arrow K is a diversified operation owned by Greg & Stacey Kessel.",
6cc90946-147e-43a3-858b-97fceda2a178,Rye ,Two Track Malting Company,,grain,ASBC,3.8,87.4,,6.8,,5.6,313,10.8,5.72,,,,,13,,,,,,,6.32,US,,
4e864642-6867-4535-88ec-dffe6be0a14b,Viking Pilsner Zero Malt,Viking Malt,base,grain,EBC,5,80,,,,4.3,250,11.5,,,775,100,185,,200,,,,,80,,Denmark,"Vienna Malt is well suited for relatively pale colored beers. Typical application is to enhance the color and aroma of light beers. Vienna also has its own beer type, Vienna lager, which is famous for its deep golden color and malty taste.",
4ade94c7-a719-42b5-8824-9d587144023d,Viking Wheat Malt,Viking Malt,base,grain,EBC,6,82,,,,6.5,250,13,,,800,50,150,,,,,,,,6.3,Denmark,Wheat Malt is used mainly for wheat beers and some other top fermented beers. Wheat Malt is also used for lager beers for flavor enrichment and to improve foam stability. Typical rate of usage is around 50% of the grist for wheat beers and appr. 20% for the premium lagers.,
5142e4f0-2c20-4d9a-b95a-0afe0355fd36,Viking Pale Ale Malt,Viking Malt,base,grain,EBC,5,80,,,,7,,11.5,,,,100,130,,200,,,,43,,,Denmark,For all kind of beers or whiskies. The colour of the pale ale malt is rather low.,
5d3d4091-bd3b-4e81-8d5d-dce1540e4519,Viking Pilsner Malt,Viking Malt,base,grain,EBC,5,80,,,,4.3,250,11.5,,,750,,170,,200,,,,,80,,Denmark,For all kind of beers or whiskies. The color of the Pilsner Malt is low.,
bb7691a6-fae2-43d5-9a50-9298668b94d0,Viking Vienna Malt,Viking Malt,base,grain,EBC,5,79,,,,10,,12,,,,,130,,,15,,,,80,,Denmark,"Vienna Malt is well suited for relatively pale colored beers. Typical application is to enhance color and aroma of light beers. Vienna also has its own beer type, Vienna lager, which is famous for its deep golden color and malty taste.",
8a4ce157-927d-4780-844d-3b1817f0ccaa,Viking Oat Malt,Viking Malt,specialty,grain,EBC,7,60,,,,7,,,,,,20,,,,,,,,,,Denmark,For all kind of beers.,
2aa178f3-3864-41eb-a2df-ccfe1cdda7f2,Viking CaraBody Malt,Viking Malt,specialty,grain,EBC,7,75,,,,8,,,,,,10,,,,,,,,,,Denmark,For all kind of beers.,
e896765b-49c1-4ddf-af4c-240a20ad40eb,Viking Red Active Malt,Viking Malt,specialty,grain,EBC,4.5,79,,,,40,230,12.5,,,,100,140,,,20,,2.5,,,5.6,Denmark,"Viking Red Active Malt is ideal malt for any ales, dark lagers, festival beers and bocks for underlining malty flavors and full bodied taste, but also boosting up the red tinted colors. The strong enzyme activity gives good potential for developing recipes with adjuncts or non active malts. With this malt if you are heading to strong reddish color you do not need to dilute color down with pale malts. Dosage up to 100%.",
570eb8d3-b384-4a70-8c14-c37d4c4cf801,Viking Dextrin Malt,Viking Malt,specialty,grain,EBC,6.5,79,,,,16,180,10,,,,30,180,,,,,,,,,Denmark,"Viking Dextrin Malt can be used in grists for ales and lagers to give fullness and sweetness in overall taste, supporting good head retention. As Dextrin Malt is light colored with not too overwhelming taste",
e1be0334-481e-458b-b8a5-e50b6006dffe,Viking Golden Ale Malt,Viking Malt,specialty,grain,EBC,5,80,,,,14,,12,,,,50,130,,,,,,43,75,,Denmark,For all kind of beers but specially golden color ales and lagers. ,
cfd11135-4bea-416e-9aaa-38556bf4cb2c,Viking Rye Malt,Viking Malt,specialty,grain,EBC,6,81,,,,10,,,,,,7,,,,,,,,,,Denmark,"Viking Rye Malt can be used in breweries specialty rye beers, Rye Lager, Rye Ale. Gives golden color and typical rye flavor.",
617c817c-ba9e-4259-8a22-190368ed21ba,Viking Roasted Barley,Viking Malt,specialty,grain,EBC,5,71,,,,1200,,,,,,,,,,,,,,,,Denmark,"Roasted Barley is used in dark beers like stouts and porters, mainly for its strong coloring ability. Roasted barley will impart a dry flavor and substantial color.",
24bc5192-8d05-4300-a0a3-b71ee29a5c63,Viking Chocolate Light Malt,Viking Malt,specialty,grain,EBC,5,68,,,,450,,,,,,10,,,,,,,,,,Denmark,"Chocolate Malt is mainly included in for Porters and Stouts, but it can also be used for any other dark colored beers like Dark Ales due to its strong coloring value. Chocolate Malt contributes roasted flavors and aromas with hints of dark chocolate and coffee in any beer. Already with rather low dosage portions a remarkable increase in color can be found together with changes in flavor and aroma. Typical dosage rate of Chocolate Malt is normally under 5–10%.",
a0bd57da-f8a5-41cc-a73b-fc59515f260e,Viking Pearled Black Malt,Viking Malt,specialty,grain,EBC,5,65,,,,1000,,,,,,10,,,,,,,,,,Denmark,"Pearled Black Malt is used in dark beers like stouts and porters, mainly for its strong coloring ability. Normally portions 1–2% give a remarkable increase in color without significant change in flavor. By raising the percentage of Pearled Black Malt in malt bill the changes in taste can be found quickly, but slower than for typical Black Malt. ",
f5d0c1e7-8d0f-4990-9ae3-79149fcb5db5,Viking Caramel 30,Viking Malt,caramel,grain,EBC,7,75,,,,30,,,,,,,,,,,,,,,,Denmark,"Caramel Malts are well suited for winter beers, ale-type beers and other aromatic beers like dark lagers and stouts. Small amounts can be used for color adjustment and flavor enrichment of pale lagers as well.",
6e32cce5-c921-4adf-8e92-da735edc1d9f,Viking Caramel 50,Viking Malt,caramel,grain,EBC,6,75,,,,50,,,,,,,,,,,,,,,,Denmark,"Caramel Malts are well suited for winter beers, ale-type beers and other aromatic beers like dark lagers and stouts. Small amounts can be used for color adjustment and flavor enrichment of pale lagers as well.",
3c9b581a-7079-4222-b7ad-ab3de2eaa3cc,Viking Caramel 100,Viking Malt,caramel,grain,EBC,6,75,,,,100,,,,,,,,,,,,,,,,Denmark,"Caramel Malts are well suited for winter beers, ale-type beers and other aromatic beers like dark lagers and stouts. Small amounts can be used for color adjustment and flavor enrichment of pale lagers as well.",
60bbf284-0492-4522-9f21-84e68d28b8d4,Viking Caramel 150,Viking Malt,caramel,grain,EBC,6,75,,,,150,,,,,,,,,,,,,,,,Denmark,"Caramel Malts are well suited for winter beers, ale-type beers and other aromatic beers like dark lagers and stouts. Small amounts can be used for color adjustment and flavor enrichment of pale lagers as well.",
9e9200d2-ddef-4389-857b-9d35dc87a593,Viking Caramel 200,Viking Malt,caramel,grain,EBC,6,75,,,,200,,,,,,,,,,,,,,,,Denmark,"Caramel Malts are well suited for winter beers, ale-type beers and other aromatic beers like dark lagers and stouts. Small amounts can be used for color adjustment and flavor enrichment of pale lagers as well.",
70c04a4b-35ee-418b-b0bd-5f71b1417c1d,Viking Caramel 300,Viking Malt,caramel,grain,EBC,6,73,,,,300,,,,,,,,,,,,,,,,Denmark,"Caramel Malts are well suited for winter beers, ale-type beers and other aromatic beers like dark lagers and stouts. Small amounts can be used for color adjustment and flavor enrichment of pale lagers as well.",
c08bd862-0e78-4e81-b22c-cc1d84338d74,Viking Caramel 400,Viking Malt,caramel,grain,EBC,6,68,,,,400,,,,,,,,,,,,,,,,Denmark,"Caramel Malts are well suited for winter beers, ale-type beers and other aromatic beers like dark lagers and stouts. Small amounts can be used for color adjustment and flavor enrichment of pale lagers as well.",
bf950fe9-101b-436b-bf07-0f71904616c4,Viking Caramel 600,Viking Malt,caramel,grain,EBC,6,68,,,,600,,,,,,,,,,,,,,,,Denmark,"Caramel Malts are well suited for winter beers, ale-type beers and other aromatic beers like dark lagers and stouts. Small amounts can be used for color adjustment and flavor enrichment of pale lagers as well.",
15629a96-3374-481a-adcd-e5e239b55509,Viking Cookie Malt,Viking Malt,specialty,grain,EBC,6,72,,,,60,,,,,,20,,,,,,,,,,Denmark,"Cookie Malt is mainly included in grist for ales and lagers, but it can also be used for any beer where nice golden color and typical flavors are favored. Already with rather low dosage portions the effect on flavor can be noted. ",
e515cf8b-4d3e-447d-bfbb-2312935d07d5,Viking Caramel Pale,Viking Malt,specialty,grain,EBC,7.5,77,,,,8,,,,,,30,,,,,,,,,,Denmark,"Caramel Pale is used to produce a full-bodied beer with a clean, round flavor. Due to its low color value it is suitable also for light colored beers.",
b7c35ff7-06dc-4da6-80c9-7d05ae4fac91,Viking Black Malt,Viking Malt,specialty,grain,EBC,5,65,,,,1500,,,,,,10,,,,,,,,,,Denmark,"Black Malt is used in dark beers like stouts and porters, mainly for its strong coloring ability. Normally portions 1–2% give a remarkable increase in color without significant change in flavor. By raising the percentage of Black Malt in malt bill the changes in taste can be found quickly. ",
2e208b66-07d7-4ea4-875c-cde7f2c4e1d2,Viking Red Ale Malt,Viking Malt,specialty,grain,EBC,5,75,,,,70,,,,,,20,,,,,,,,,,Denmark,"Red Ale Malt is strongly aromatic malt, with coloring capability. It is ideal for special ales like APA, IPA, Red Ale and Dark Lagers.",
0f8f057a-3009-464b-af55-09d2acdaffdb,Viking Munich Light,Viking Malt,specialty,grain,EBC,5,78,,,,18,,12,,,,,120,,,15,,,,,,Denmark,"Munich Malt is ideal malt for dark lagers, festival beers and bocks for underlining malty flavors and full-bodied taste. The decreased enzyme activities have to be taken into consideration when designing the brewing recipe.",
abf5cf7b-1471-4609-8535-335254385757,Viking Munich Dark,Viking Malt,specialty,grain,EBC,5,78,,,,24,,12,,,,,120,,,15,,,,,,Denmark,"Munich Malt is ideal malt for dark lagers, festival beers and bocks for underlining malty flavors and full-bodied taste. The decreased enzyme activities have to be taken into consideration when designing the brewing recipe.",
f7728d7d-a18a-4809-80ea-f4e29a97d782,Viking Chocolate Dark Malt,Viking Malt,specialty,grain,EBC,5,67,,,,1000,,,,,,10,,,,,,,,,,Denmark,"Chocolate Dark Malt is mainly included in grists for Porters and Stouts, but it can also be used for any other dark colored beers like Dark Ales due to its strong coloring value. Chocolate Malt contributes roasted flavors and aromas with hints of dark chocolate and coffee in any beer. Already with rather low dosage portions a remarkable increase in color can be found together with changes in flavor and aroma.",
