ID,Name,Producer,Product ID,Type,Form,Species,End pH Min,End pH Max,Flavor/Aroma,Pitch,Pitch Temp ©,Tolerance (%),Attenuation Min (%),Attenuation Max (%),Flocculation (%),Temperature Min ©,Temperature Max ©,Best For,Description
3d794fbc-a7c8-47ce-bf36-50128d33f626,Wallonian Farmhouse II,The Yeast Bay,WLP4022,,Liquid,,,,,,,53.8462,86,94,Medium Low,20,27,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","This is a single strain of Saccharomyces cerevisiae isolated from the same source as our Wallonian Farmhouse strain, a well-known brewery hailing from the Walloon region of Belgium. Slightly less attenuative and exhibiting a more restrained phenolic and expressive ester profile than Wallonian Farmhouse I, this yeast exhibits a great balance of fruitiness and rustic farmhouse character."
2d31c055-fc32-4851-8bdb-9aff6ad87ea0,Wallonian III Farmhouse,The Yeast Bay,WLP4023,,Liquid,Saccharomyces cerevisiae var dia.,,,,,,53.8462,86,94,Medium Low,20,27,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","This is a single strain of STA1+ Saccharomyces cerevisiae isolated from a well-known brewery hailing from the Walloon region of Belgium and exhibits a balanced profile of esters and phenols. This yeast is similar to a classic saison strain offered by many other yeast manufacturers, without the slow/low attenuation and stalling issues often observed in those cultures. This strain exhibits moderate-high diastatic activity."
1976a588-a621-4eb3-be44-fb5e2d34b1bb,Abbey Ale Yeast,White Labs,WLP530,,Liquid,,,,,,,53.8462,75,80,Medium High,19,22,"If you cannot find Abbey Ale Yeast (WLP530) anywhere, you can substitute one of the following yeasts for a similiar result.","This is a traditional Belgian abbey strain that produces cherry, plum and pear esters. Medium flocculationresults in a clear, drinkable beer."
eba341c6-66f7-4fee-9ce0-783b9568d391,Abbey IV Ale Yeast,White Labs,WLP540,,Liquid,,,,,,,53.8462,74,82,Medium,19,22,"If you cannot find Abbey IV Ale Yeast (WLP540) anywhere, you can substitute one of the following yeasts for a similiar result.","This strain produces balanced fruit aroma and flavor characters.From the Ardennes region of Belgium, this strain produces moderate levels of ester and phenolic characters,"
eb7428e4-c4cb-404e-9072-e0157feed103,American Ale Yeast Blend,White Labs,WLP060,Mixed-culture,Liquid,,,,,,,38.4615,72,80,Medium,20,22,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","This blend of three strains creates a clean and neutral fermentation character. It lends complexity to finishedbeer by exhibiting a crisp, clean lager-like character with accentuated hop flavors and bitterness."
3966ac07-4545-4e39-beb7-875cb6ce05e6,American Hefeweizen Ale Yeast,White Labs,WLP320,,Liquid,Saccharomyces cerevisiae,,,,,,23.0769,70,75,Low,18,21,American Hefeweizen,"This strain ferments much cleaner than it's hefeweizen strain counterparts. It produces very slight banana and clove notes and has low flocculation, leaving resulting beers with characteristic cloudiness."
f624d0c5-e846-420e-8764-5e60f58fb1db,American Lager Yeast,White Labs,WLP840,,Liquid,,,,,,,23.0769,75,80,Medium,10,13,"If you cannot find American Lager Yeast (WLP840) anywhere, you can substitute one of the following yeasts for a similiar result.",This strain makes dry and clean lagers with a light note of apple fruitiness. Sulfur and diacetyl production is minimalmaking this strain easy to work with and fitting for American-style lagers.
b28e294a-b3d7-4700-9d5e-28ae5b9d8bfb,Bastogne Belgian Ale Yeast,White Labs,WLP510,,Liquid,,,,,,,53.8462,74,80,Medium,19,22,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","A high-gravity ale yeast that produces a dry beer with a slightly acidic finish. While fruit forward, this strainis mild on spice-like phenols."
84a47ab6-b0c4-455e-acee-7ed11e83f6e3,Bavarian Weizen Ale Yeast,White Labs,WLP351,,Liquid,Saccharomyces cerevisiae,,,,,,23.0769,73,77,Low,19,21,"Hefeweizen, Weissbier, Wheat","This is former Yeast Lab W51. It produces a classic German-style wheat beer, with medium to high spicyphenolic overtones reminiscent of cloves."
588d5548-dfe0-4655-abf4-9f36e63f6e61,Belgian Ale Yeast,White Labs,WLP550,,Liquid,,,,,,,38.4615,78,85,Medium,20,26,"If you cannot find Belgian Ale Yeast (WLP550) anywhere, you can substitute one of the following yeasts for a similiar result.","This very expressive strain produces phenol-forward flavors and aromas reminiscent of clove, allspiceand peppercorns."
8af0886f-c588-4e10-b431-3d67714ab6da,Belgian Golden Ale Yeast,White Labs,WLP570,,Liquid,Saccharomyces cerevisiae var. diastaticus,,,,,,53.8462,73,78,Low,20,24,"If you cannot find Belgian Golden Ale Yeast (WLP570) anywhere, you can substitute one of the following yeasts for a similiar result.","From East Flanders, this yeast is versatile in that it can produce low to high gravity Belgian beers up to12% ABV. A combination of fruitiness and phenolic characteristics dominate the flavor profile."
6b766e88-90a8-4c49-b1ed-e00e1da308c9,Belgian Saison I Ale Yeast,White Labs,WLP565,,Liquid,Saccharomyces cerevisiae var. diastaticus,,,,,,23.0769,65,75,Medium,20,24,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","A classic saison strain sourced from the Wallonia region of Belgium. This strain makes a classic saison byproducing flavors and aromas noted as earthy, peppery and spicy."
3b048608-ed98-42d5-b6c2-448550114e0e,Belgian Saison II Ale Yeast,White Labs,WLP566,,Liquid,Saccharomyces cerevisiae var. diastaticus,,,,,,23.0769,78,85,Medium,20,26,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.",This strain is a moderate phenol producer with clove-like flavor and aromatic notes present in finished beer.Some fruit-forward ester production provides a balance between fruit and spice aroma and flavors.
4a426af7-9218-4152-9368-a7d28798d63b,Belgian Strong Ale Yeast,White Labs,WLP545,,Liquid,Saccharomyces cerevisiae var. diastaticus,,,,,,53.8462,78,85,Medium,19,22,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","From the Ardennes region of Belgium, this strain produces moderate levels of ester and phenolic characters, described as dried sage and black cracked pepper. High attenuation results in a dry finish ideal for high gravity beer."
9755f0e0-6561-4ce6-8adf-5608ba4a9a01,Belgian Wit Ale Yeast,White Labs,WLP400,,Liquid,,,,,,,23.0769,74,78,Medium Low,19,23,"If you cannot find Belgian Wit Ale Yeast (WLP400) anywhere, you can substitute one of the following yeasts for a similiar result.",High phenol production contributes an herbal aroma and flavor notes which blends well with herb and fruitadjuncts. Expect a slightly lower resulting pH than English or American ale strains creating a dry beer.
2a051984-23da-43a2-9b9c-2c97cc83a57b,Belgian Wit II Ale Yeast,White Labs,WLP410,,Liquid,,,,,,,23.0769,70,75,Medium Low,19,23,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","A fairly clean strain with medium intensity and spice-like phenol production. With up to 75% attenuation, thisstrain produces a residual malt character."
c68356ed-ccd2-4c74-9fcc-96df9347cedf,Belgian-Style Ale Yeast Blend,White Labs,WLP575,,Liquid,,,,,,,38.4615,74,80,Medium,20,24,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.",A blend of two monastery-type yeast strains and one Belgian ale-type yeast. This blend creates a versatileculture which can be used for monastery-style beers or a myriad of American-Belgian style beers.
80bc9c8f-535d-431c-a8e0-9b4badec07ec,Belgian-Style Saison Ale Yeast Blend,White Labs,WLP568,Mixed-culture,Liquid,Saccharomyces cerevisiae var. diastaticus,,,,,,23.0769,70,80,Medium,21,27,Saison,"Incorporates Belgian and saison strains to produce pear-like esters backed by spicy, earthy and clove-likeflavors and aromas. Creates harmony and complexity throughout its ester and phenol production"
c2f5f9f1-85a5-41f0-8277-dac3e34c525d,Brettanomyces Claussenii,White Labs,WLP645,,Liquid,Brettanomyces claussenii,,,,,,10,70,85,Low,29,18,Cider,"Originally isolated from strong English stock beer in the early 20th century, this yeast has low-intensity Brettanomyces character and is closely related to Brettanomyces anomalus. This strain produces fruity, pineapple-like aroma with an earthy hay-like background aroma and aroma note. WLP645 Brettanomyces claussenii is POF+, this strain will contribute phenolic characteristics to finished products."
1ebbbda3-fcbf-499a-9e31-c96b3999dc7c,British Ale Yeast,White Labs,WLP005,,Liquid,,,,,,,23.0769,67,74,High,18,21,"If you cannot find British Ale Yeast (WLP005) anywhere, you can substitute one of the following yeasts for a similiar result.","Known for its use in malty English beers, this strain will push bready, grainy malt flavors while beinga mild ester producer."
0b5d8af1-0e43-4a4c-b261-08ab826df8da,Burlington Ale Yeast,White Labs,WLP095,,Liquid,Saccharomyces cerevisiae,,,,,,38.4615,73,78,Medium,19,21,"Pale Ale, IPA, Double IPA","Signature strain for a brewery in the Northeast U.S., making it ideal for New England-style IPAs. The estersand body blend with hop flavors and aromas while balancing bitterness."
ac326b05-6b98-464f-9021-bd85d5825aeb,Burton Ale Yeast,White Labs,WLP023,,Liquid,,,,,,,23.0769,69,75,Medium,20,23,"If you cannot find Burton Ale Yeast (WLP023) anywhere, you can substitute one of the following yeasts for a similiar result.","This strain is sourced from Burton upon Trent, England which is known for pushing IPAs into the spotlight.It produces a subtle fruity ester profile which can be described as notes of apple, clover honey and pear."
370f340e-3d25-4fa0-9235-b5a4295ab05c,California Ale Yeast,White Labs,WLP001,,Liquid,Saccharomyces cerevisiae,,,,,,53.8462,73,80,Medium,20,23,"Pale Ale, IPA, Ales","This is our best-selling yeast, famous for its clean flavors and hardy fermentations. Known for its use in hoppy beers, it accentuates hop flavors and aromas and attenuates well, even for high gravity beers."
a6b9ea84-6704-42f1-9f54-4ee8bf95d833,California V Ale Yeast,White Labs,WLP051,,Liquid,,,,,,,38.4615,70,75,Medium High,19,21,"If you cannot find California V Ale Yeast (WLP051) anywhere, you can substitute one of the following yeasts for a similiar result.","This strain is a big ester producer, showcasing notes of cherry and apple. This strain's characteristic lower attenuation results in a full-bodied malt forward beer."
ce6875f1-48ef-4098-ac99-bf24f9973424,Charlie's Fist Bump Yeast,White Labs,WLP1983,,Liquid,,,,,,,23.0769,66,70,Low,13,14,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","Licensed from Charlie Papazian, this strain can ferment at both ale and lager temperatures, allowing brewers toproduce diverse beer styles."
5aaa59f2-eb31-42ca-acec-a44f47c6150a,Coastal Haze Ale Yeast Blend,White Labs,WLP067,Mixed-culture,Liquid,,,,,,,38.4615,70,75,Medium Low,20,22,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","This blend of New England-style IPA strains is great for producing beers with a hazy appearance and tropical,fruit-forward esters. Producing dry, yet juicy beers, with mango and pineapple characteristics."
8f4919be-ddbf-43cd-9be9-976f1ba65f35,Copenhagen Lager Yeast,White Labs,WLP850,,Liquid,,,,,,,23.0769,72,78,Medium,10,14,"If you cannot find Copenhagen Lager Yeast (WLP850) anywhere, you can substitute one of the following yeasts for a similiar result.","This northern European lager strain emphasizes clean and crisp characteristics. Malt flavors tend to be secondary,promoting clean drinkability."
4d31f669-5563-4501-9409-a7f0e81715b7,Cream Ale Yeast Blend,White Labs,WLP080,,Liquid,,,,,,,38.4615,75,80,Medium,18,21,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","A blend of ale and lager yeast, this strain produces a classic cream ale. The blend produces a pleasing lightfruity note with clean pilsner-like flavors, and slightly subdued hop bitterness."
db027b15-b40d-4e9e-9209-0467ae2437df,Czech Budejovice Lager Yeast,White Labs,WLP802,,Liquid,,,,,,,23.0769,75,80,Medium,10,13,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","A pilsner lager yeast from southern Czech Republic, this strain produces dry and crisp lagers with low diacetylproduction. This strain will make a dry beer and showcase rounded hop bitterness."
7f21e4f3-26b8-4fdc-9f50-37a2002a84b7,Dry English Ale Yeast,White Labs,WLP007,,Liquid,,,,,,,38.4615,70,80,Medium High,18,21,"If you cannot find Dry English Ale Yeast (WLP007) anywhere, you can substitute one of the following yeasts for a similiar result.","This yeast is known for its high attenuation, achieving 80% even with 10% ABV beers. This eliminatesresidual sweetness, making the yeast well-suited for high gravity ales and clean, well-attenuated beer styles."
c5c92298-8e5f-427c-81d5-561e939cdf47,East Coast Ale Yeast,White Labs,WLP008,,Liquid,,,,,,,23.0769,70,75,Medium Low,20,23,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","Cleaner and crisper than other haze producing strains, this strain's attenuation leaves some mouthfeeland residual sweetness which balances hop bitterness."
36e59a6a-7ba9-42d6-9e0b-b73f1785a2b2,Edinburgh Scottish Ale Yeast,White Labs,WLP028,,Liquid,,,,,,,38.4615,70,75,Medium,18,21,"If you cannot find Edinburgh Scottish Ale Yeast (WLP028) anywhere, you can substitute one of the following yeasts for a similiar result.",Produces underlying esters of pear and melon which work well with hop and malt derived notes. Can beneutral at the low end of the fermentation temperature range or provide more esters at the higher range.
f9993d57-3d9a-49e7-98cc-fc81967d2908,English Ale Yeast,White Labs,WLP002,,Liquid,,,,,,,23.0769,63,70,Very High,18,20,"If you cannot find English Ale Yeast (WLP002) anywhere, you can substitute one of the following yeasts for a similiar result.","This is a classic ESB strain from one of England's largest independent breweries. Residual sweetnessaccentuates malt character and mild fruity esters, adding complexity to the flavor and aroma of finished beers."
c6849956-2652-4ee5-9939-da31a9911fbc,French Saison Ale Yeast,White Labs,WLP590,,Liquid,Saccharomyces cerevisiae var. diastaticus,,,,,,23.0769,73,80,Medium,21,24,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","One of our most popular saison strains, it produces flavors and aromas of pear, apple and cracked pepper.This strain is a high attenuator producing a very dry and drinkable finishing beer."
4aed9f5e-d028-4bf0-8659-566b4b72049c,German Bock Lager Yeast,White Labs,WLP833,,Liquid,,,,,,,38.4615,70,76,Medium,9,13,"If you cannot find German Bock Lager Yeast (WLP833) anywhere, you can substitute one of the following yeasts for a similiar result.","From the Alps of southern Bavaria, this yeast produces a beer that is well-balanced between malt and hop character.This yeast is characterized by a malty finish, balanced aroma and great flocculation. It is a strong fermenter which"
b8b0b77a-ead6-4fb5-b7c0-d6ffdf237b48,German Lager Yeast,White Labs,WLP830,,Liquid,Saccharomyces pastorianus,,,,,,23.0769,74,79,Medium,10,13,"Märzen, Lager","Our most popular lager yeast, this strain is one of the most widely used lager strains in the world. It tends to produce clean and crisp beers with some accentuation of hop characteristics."
c98ff4df-413d-47b6-b133-6cd9cce4768d,German/Kolsch Ale Yeast,White Labs,WLP029,,Liquid,,,,,,,23.0769,72,78,Medium,18,21,"If you cannot find German/Kolsch Ale Yeast (WLP029) anywhere, you can substitute one of the following yeasts for a similiar result.","Sourced from a small brewpub in Cologne, Germany, this strain is fitting for German ales. Known foraccentuating hop flavor and bitterness while creating crisp, clean lager like characters."
bb689768-e858-4e5a-b89b-7978fb9e767c,Hefeweizen Ale Yeast,White Labs,WLP300,,Liquid,Saccharomyces cerevisiae,,,,,,23.0769,72,76,Low,20,22,"Hefeweizen, Weissbier, Weizenbock, Roggenbier","This popular German strain produces a high level of isoamyl acetate, giving the resulting beer notes of banana. With balanced phenol production, this strain produces notes of clove but remains banana forward."
377582a8-715c-4b7a-93f8-68a4a3476552,Hefeweizen IV Ale Yeast,White Labs,WLP380,,Liquid,Saccharomyces cerevisiae,,,,,,23.0769,73,80,Low,19,21,"Hefeweizen, Weissbier, Weizenbock, Roggenbier",Produces clove-like phenols in the aroma and flavor while keeping banana flavors and aromas to a minimum. Creates refreshing citrus and apricot notes. This strain has low flocculation and minor sulfur production.
8a046648-6556-41d8-85bb-0ec0b5d8ee8c,High Pressure Lager Yeast,White Labs,WLP925,,Liquid,,,,,,,23.0769,73,82,Medium,17,20,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","Used to ferment lager beer in one week. Ferment at room temperature; 62-68°F (17-20°C) under 1.0 bar (14.7 PSI)until final gravity is obtained, lager the beer at 35°F (2°C), 15 PSI, for 3-5 days to condition. Malt-forward and clean."
676b0937-7c81-4d72-b721-d0ff90101207,Hornindal Kveik,White Labs,WLP521,Kveik,Liquid,Saccharomyces cerevisiae,,,,,,12.5,75,82,High,22,37,"Kveik, American IPA, Hazy IPA, American Pale Ale, Black IPA, Red IPA, Red Ale, Robust Porter, American Stout, Winter Seasonal Beer, English IPA, Extra Special Bitter, Bitter, Stout, Tropical, Blonde Ale, American Strong Ale, Cream Ale, American Amber Lager, American Brown Ale, White IPA, Imperial IPA","Hornindal is a Kveik strain shared with the world by Terje Raftevold from Hornindal, Norway. It produces an intense tropical flavor and aroma with notes of fresh tangerine, mango, and pineapple, ideal to be used with fruit-forward hops."
d94b439f-3eb4-4837-a555-fe2f77053050,Irish Ale Yeast,White Labs,WLP004,,Liquid,,,,,,,38.4615,69,74,Medium High,18,20,"If you cannot find Irish Ale Yeast (WLP004) anywhere, you can substitute one of the following yeasts for a similiar result.",This yeast is from one of the oldest stout-producing breweries in the world. Medium attenuation helpswith a dry finish that promotes roasty notes.
73a22f68-129d-4da9-9c1c-9e33b31f153b,London Ale Yeast,White Labs,WLP013,,Liquid,,,,,,,23.0769,67,75,Medium,19,22,"If you cannot find London Ale Yeast (WLP013) anywhere, you can substitute one of the following yeasts for a similiar result.",Oak ester character makes this yeast well-suited for classic British beer styles. Medium flocculationallows attenuation up to 75% leaving beer dry while adding malt complexity and pushing hop bitterness.
9c84902e-0ac7-4912-81cb-37f0f3deee2d,London Fog Ale Yeast,White Labs,WLP066,,Liquid,Saccharomyces cerevisiae,,,,,,38.4615,75,82,Medium Low,18,22,"IPA, Pale Ale, Hazy IPA","This is the go-to strain for New England-style IPAs. It leaves some residual sweetness, helping accentuateboth malt and hop flavors and aromas, while retaining a velvety mouthfeel. Produces a medium ester profile."
d9afa478-fd3c-4c3f-9358-78e852ad4263,Mexican Lager Yeast,White Labs,WLP940,,Liquid,,,,,,,23.0769,70,78,Medium,10,13,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","From Mexico City, this strain produces clean lager beers with a crisp finish. It keeps drinkability on the forefrontwhile allowing malt and hop flavors and aromas to be background notes."
a5cb731f-ed44-41ab-8ffb-3716395b69a3,Monastery Ale Yeast,White Labs,WLP500,,Liquid,Saccharomyces cerevisiae,,,,,,53.8462,75,80,Medium Low,18,22,"Belgian Ales, Tripel, Dubbel, Trappist","Sourced from a Belgian monastery, this strain produces characteristic notes of plum and cherry with a hint of bubble gum."
720e8058-be23-4a4d-9a5b-babf9a7e99c2,Oktoberfest/Märzen Lager Yeast,White Labs,WLP820,,Liquid,Saccharomyces pastorianus,,,,,,38.4615,65,73,Medium,11,14,"Märzen, Lagers",This strain is ideal for producing malty lagers. Residual sweetness further helps promote malt nuances while contributing to a balanced finish. Great for lagers with a wide gravity range.
93422854-bf8d-46d9-810a-6748817226d3,Old Bavarian Lager Yeast,White Labs,WLP920,,Liquid,,,,,,,38.4615,66,73,Medium,10,13,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","From Southern Germany, this yeast finishes malty with a slight ester profile. Use in beers such as Oktoberfests,bocks, and dark lagers."
407cb1a6-4cc8-4f7a-9b22-202fb300445a,Opshaug Kveik Ale Yeast,White Labs,WLP518,Kveik,Liquid,Saccharomyces cerevisiae,,,,,,38.4615,70,80,High,25,35,"Kveik, American IPA, Hazy IPA, American Pale Ale, Black IPA, Red IPA, Red Ale, Robust Porter, American Stout, Winter Seasonal Beer, English IPA, Extra Special Bitter, Bitter, Stout, Tropical, Blonde Ale, American Strong Ale, Cream Ale, American Amber Lager, American Brown Ale, White IPA, Imperial IPA","It is a clean fermenting yeast and has tolerated temperatures up to 95°F (35°C) while finishing fermentationwithin three to four days . The hop-forward, clean characteristics of this strain make it ideal for IPAs and pale ales."
93aeea44-efb3-41f5-af6a-6c1882230b24,Pacific Ale Yeast,White Labs,WLP041,,Liquid,,,,,,,23.0769,65,70,High,18,20,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","Hailing from the Pacific Northwest, this strain is a mild ester producer while promoting malt character.This strain is a big ester producer, showcasing notes of cherry and apple. This strain's characteristic lower"
519797f1-ce6c-43cc-add8-21d8530fbb57,Pilsner Lager Yeast,White Labs,WLP800,,Liquid,,,,,,,23.0769,72,77,Medium High,10,13,"If you cannot find Pilsner Lager Yeast (WLP800) anywhere, you can substitute one of the following yeasts for a similiar result.","A classic pilsner strain from the Czech Republic, this strain produces a clean, crisp beer that's somewhat drywith a malty finish."
fad5be30-5f0e-4909-8094-5da02d1c55aa,Saccharomyces Bruxellensis Trois,White Labs,WLP644,,Liquid,Saccharomyces,,,,,,38.4615,85,,Low,21,29,"If you cannot find Saccharomyces Bruxellensis Trois (WLP644) anywhere, you can substitute one of the following yeasts for a similiar result.","This Belgian strain, traditionally used for wild yeast fermentations, produces a slightly tart beer with delicate mango and pineapple characteristics."
4587687a-3a42-479d-8c9d-91ea5311a958,San Diego Super Ale Yeast,White Labs,WLP090,,Liquid,,,,,,,53.8462,76,83,Medium High,18,20,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","A low ester producing strain, it's known for quick fermentations and producing a neutral flavor and aromaprofile. Due to high attenuation, this strain produces very dry beers with increased perceived bitterness."
b50b4148-d70b-42e3-b671-24189148729b,San Francisco Lager Yeast,White Labs,WLP810,,Liquid,,,,,,,38.4615,65,70,High,14,18,"If you cannot find San Francisco Lager Yeast (WLP810) anywhere, you can substitute one of the following yeasts for a similiar result.",A unique lager strain because it can ferment at a wide range of temperatures while retaining lager-like characteristics.This strain is traditionally used to brew the California common or steam beer styles.
260531f5-7b34-4a30-b349-e71897757493,Southern German Lager Yeast,White Labs,WLP838,,Liquid,,,,,,,23.0769,68,76,Medium High,10,13,"If you cannot find Southern German Lager Yeast (WLP838) anywhere, you can substitute one of the following yeasts for a similiar result.","This yeast is characterized by a malty finish, balanced aroma and great flocculation. It is a strong fermenter which produces slight sulfur and low diacetyl during fermentation. This strain benefits from a diacetyl rest and conditioning."
41a9319e-b3db-4f52-83bc-435557c52cb8,Super High Gravity Ale Yeast,White Labs,WLP099,,Liquid,Saccharomyces cerevisiae var. diastaticus,,,,,,76.9231,80,100,Medium,18,20,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","From England, this yeast can ferment up to 25% alcohol. Produces dry beer. Ideal for beers aging forextended periods of time. Produces more esters with increasing gravity. Malt dominates at lower gravities."
8c96c5cd-4b8b-42c7-8440-30b066fbba5f,American Ale,Wyeast,WY1056,,Liquid,Saccharomyces cerevisiae,,,,,,11,73,77,Medium Low,16,22,"Pale Ales, Amber Ales, IPAs, Brown Ales, Double IPA","Very clean, crisp flavor characteristics with low fruitness and mild ester production. A very versatile yeast for styles that desire dominant malt and hop character. This strain makes a wonderful ""House"" strain. Mild citrus notes develop with cooler 60-66F (15-19C) fermentations. Normally requires filtration for bright beers."
10f576f3-d380-465b-925b-5e1c8defaa0b,American Ale II,Wyeast,WY1272,,Liquid,Saccharomyces cerevisiae,,,,,,10,72,76,Medium,16,22,"Blonde Ale, Pale Ale, IPA, Strong Ale, Brown Ale, Porter","With many of the best qualities that brewers look for when brewing American styles of beer, this strain's performance is consistent and it makes great beer. This versatile strain is a very good choice for a House strain. Expect a soft, clean profile with hints of nut, and a slightly tart finish. Ferment at warmer temperatures to accentuate hop character with an increased fruitiness. Or, ferment cool for a clean, light citrus character. It attenuates well and is reliably flocculent, producing bright beer without filtration."
f0f01d96-1e0f-440c-9d97-ad1f324e64df,American Lager,Wyeast,WY2035,,Liquid,Saccharomyces pastorianus,,,,,,9,73,77,Medium,9,14,American Lager,"A complex and aromatic strain that can be used for a variety of lager beers. This strain is an excellent choice for Pre-Prohibition Lagers, formerly known as Classic American Pilsners."
8e6b56c5-07a7-446e-989e-922c12f320e9,American Wheat,Wyeast,WY1010,,Liquid,Saccharomyces cerevisiae,,,,,,10,74,78,Low,14,23,"American Hefeweizen, Wheat, Cream Ale, Kolsch, Altbier, Lager","A strong fermenting, true top cropping yeast that produces a dry, slightly tart, crisp beer. Ideal for beers where low ester profile is desirable."
5ed552a7-f29a-48b4-a565-2a6726e17ff8,Bavarian Lager,Wyeast,WY2206,,Liquid,Saccharomyces pastorianus,,,,,,9,73,77,Medium High,8,14,"German Pilsner, Munich Dunkel, Lager, Märzen","Used by many German breweries to produce rich, full-bodied, malty beers, this strain is a good choice for bocks and doppelbocks. A thorough diacetyl rest is recommended after fermentation is complete."
e90632b0-bec8-4227-8041-af9fc0cbfeac,Bavarian Wheat Blend,Wyeast,WY3056,Mixed-culture,Liquid,Saccharomyces cerevisiae,,,,,,10,73,77,Medium,18,23,"Weissbier, Wheats",This proprietary blend of a top-fermenting neutral ale strain and a Bavarian wheat strain is a great choice when a subtle German style wheat beer is desired. The complex esters and phenolics from the wheat strain are nicely softened and balanced by the neutral ale strain.
5387d44a-a3e6-4204-a871-136e46ba77f9,Belgian Abbey Style Ale,Wyeast,WY1214,,Liquid,Saccharomyces cerevisiae,,,,,,12,74,78,Medium Low,20,26,"Strong Ale, Belgian Tripel, Belgian Ale, Witbier, Oktoberfest, Winter Beers","A widely used and alcohol tolerant Abbey style yeast that is suitable for a variety of Belgian style ales. This strain produces a nice ester profile as well as slightly spicy alcohol notes. It can be slow to start; however, it attenuates well."
b88a1a2b-d184-437a-b6d2-12876c72590d,Belgian Abbey Style Ale II,Wyeast,WY1762,,Liquid,Saccharomyces cerevisiae,,,,,,12,73,77,Medium,23,25,"Belgian Ales, Barleywine, Wee Heavy, Biere de Garde",An excellent yeast strain for use in Belgian dark strong ales. This strain has a relatively clean profile which allows a rich malt and distinctive ethanol character to shine. Delicate dried fruit esters can be produced when used at higher fermentation temperatures or in a high gravity wort.
2c28e9ee-00df-4020-a836-77bc05b5a074,Belgian Ardennes,Wyeast,WY3522,,Liquid,Saccharomyces cerevisiae,,,,,,12,72,76,High,17,24,"Belgian Ales, Belgian Tripel, Belgian IPA","One of the great and versatile strains for the production of classic Belgian style ales. This strain produces a beautiful balance of delicate fruit esters and subtle spicy notes, with neither one dominating. Unlike many other Belgian style strains, this strain is highly flocculent and results in bright beers."
079689b4-e8b9-41d0-baec-37265102f724,Belgian Dark Ale,Wyeast,WY3822,,Liquid,Saccharomyces cerevisiae var. diastaticus,,,,,,12,74,79,Medium,18,27,Belgian Ales,"This unique Belgian ale yeast is a high acid producer with balanced ester and phenol production allowing a good expression of malt profile, especially the strong flavors of darker malts and sugars. High alcohol tolerance. Spicy, tart, and dry on the palate with a very complex finish."
86f2cc3b-e9c5-4d10-8af7-ee5bddb466e4,Belgian High Gravity,Wyeast,WY3787,,Liquid,Saccharomyces cerevisiae,,,,,,11,74,78,Medium,18,26,Belgian Ales,"A classic strain for brewing Belgian dubbel or Belgian tripel. This Abbey strain produces a nice balance of complex fruity esters and phenolics, making it desirable for use in other Belgian style ales as well. A flocculent, true top cropping yeast (additional headspace is recommended), that will work over a broad temperature range. This strain makes a great Belgian style house strain."
ed290eb9-4ba6-49ab-bb8a-96783313b247,Belgian Lambic Blend,Wyeast,WY3278,Hybrid,Liquid,"Saccharomyces cerevisiae, Brettanomyces, Lactobacillus, & Pediococcus",,,,,,11,70,80,,17,24,"Lambic, Flanders Red Ale","This blend contains yeast and bacteria cultures important to the production of spontaneously fermented beers of the Lambic region. Specific proportions of a Belgian style ale strain, a sherry strain, two Brettanomyces strains, a Lactobacillus culture, and a Pediococcus culture produce the desirable flavor components of these beers as they are brewed in Brussels. Propagation of this culture is not recommended and will result in a change of the proportions of the individual components. This blend will produce a very dry beer due to the super-attenuative nature of the mixed cultures."
