ID,Name,Purpose,Alpha Acid Low (%),Alpha Acid High (%),Beta Acid Low (%),Beta Acid High (%),Co-Humulone Low (%),Co-Humulone High (%),Country,Storability,Total Oil Composition Low (mL/100g),Total Oil Composition High (mL/100g),Myrcene Oil Low (%),Myrcene Oil High (%),Humulene Oil Low (%),Humulene Oil High (%),Caryophyllene Oil Low (%),Caryophyllene Oil High (%),Farnesene Oil Low (%),Farnesene Oil High (%),Linalool Oil Low (%),Linalool Oil High (%),Polyphenols Oil Low (%),Polyphenols Oil High (%),Substitutes,Style Guide,Also Known As,Characteristics,Description
,Hallertau (US),Aroma,3.5,5.5,3.5,5.5,18,24,US,Retains 52%-58% alpha acid after 6 months storage at 20ºC (68ºF),0.6,1.,35,44,30,38,10,12,1,,,,,,"Mount Hood, Liberty, Crystal, Hallertauer Mittelfrüh, Hallertauer Tradition, Ultra","Lager, Pilsner, Bock, Wheat Beer, Kölsch, Munich Helles, Belgian Ale, American Lager",US Hallertau,"Flowery, delicately spicy","Hallertau (US) is definitely a tenacious, Bavarian-style hop. It long dominated its heritage region and is still in demand by craft brewers for Bavarian-style ales. As an American hop, it is outperformed by Mt. Hood and Liberty but is still holding its own. Its low alpha acids and high humulene contribute to a mild, flowery and delicately spicy aroma and flavor profile. The original German-grown Hallertau has long been the staple of German and European lagers."
,Landhopfen,Aroma,3.2,4.1,2.5,3.5,21,25,Germany,Retains 66% alpha acid after 6 months storage at 20ºC (68ºF),0.37,,37,,22,,6.3,,13.3,,,,,,,,,Pleasing European aroma,"A low growth rate and yield in addition to a susceptibility to viruses are all reasons why the old German Landhopfen variety is no longer grown commercially. While it’s exact date of creation remains illusive, it has been documented as a variety as far back as 1851. It is said to have good European aroma characteristics and is thought to be a cultivar of an old German land race created via clonal selection."
,Sunbeam,Aroma,4,5,2.5,,36,,US,,0.8,1.3,56,,14,,4,,6,,,,,,Saaz,"Pilsner, Ale",,Saaz-style characteristics,"Not originally envisioned for use in brewing, Sunbeam is an ornamental hop that was discovered to be inadvertently useful as an aroma hop. Selected in 1992 in Corvallis, Oregon, it features characteristics similar to that of its parent variety, Saaz."
,Apolon,"Bittering, Aroma",10,12,4,,2.25,,Slovenia,Retains 57% alpha acid after 6 months storage at 20ºC (68ºF),1.3,1.6,63,,26,,4,,11.3,,,,,,,"Bitter, India Pale Ale",,,"Apolon hops are hard to come by with cultivation dwindling since its Super Styrian status was brought into question. Originally introduced as a Super Styrian in the 1970’s, it has since been reclassified as a Slovenian hybrid and is a cross between Brewer’s Gold and a Yugoslavian wild male."
,Simcoe®,"Bittering, Aroma",12,14,4,5,15,20,US,Retains 70%-80% alpha acid after 6 months storage at 20ºC (68ºF),2,2.5,60,65,10,15,5,8,0,1,,,,,Summit,"Double India Pale Ale, India Pale Ale, Pale Ale",,"Bright citrus flavors with earthy undertones, aromas of grapefruit, pine and herbs","Released to the world in 2000 by Yakima Chief Ranches, American variety Simcoe® has become wildly popular with craft brewers. With a high alpha percentage and low cohumulone, it makes a very nice foundational bittering hop. It is also noted though for its favorable aroma qualities. It has a pleasantly fruity, yet earthy herbal and piney aroma."
,Southern Cross,"Bittering, Aroma",13,14,6,7,28,,New Zealand,Retains 71% alpha acid after 6 months storage at 20ºC (68ºF),1.59,,58,,14,,4,,5,,,,,,,"Pale Ale, India Pale Ale, Lager",,"Soft bitterness, lemon zest and pine needles",Southern Cross was created by New Zealand’s HortResearch breeding program as a cross between Smooth Cone and the result of a Californian and English Fuggle. It was released in 1994.
,Symphony,Bittering,16,18,5,5.6,44,,,,2.6,,39,,,,9,,8.8,,,,,,,,,,Despite Symphony’s very high alpha content and excellent storage stability its extreme susceptibility to powdery mildew has largely deemed the variety untenable for commercial production.
,Groene Bel,Aroma,4.9,,3.5,,27,,Belgium,Retains 58% alpha acid after 6 months storage at 20ºC (68ºF),0.98,,39,,32,,18,,2.41,,,,,,,,"Green Belle, Green Bubble Belle",Pleasing continental aroma,"Groene Bel or Green Belle as it is otherwise known, is a long-lost Belgian hop that likely came about via clonal selection from native Aalst hops in the late 19th century or early 20th century. After World War II, Groene Bel all but vanished from hop production in Belgium after it was replaced by Czech and German favorites, Saaz and Hallertau. Although Groene Bel is no longer commercially produced, it has been used for breeding aroma hops in Zalec, Slovenia during the 1970’s. Its high humulene content is said to result in a pleasing, continental aroma."
,Hallertau Blanc,Aroma,9,12,4.5,6,22,26,Germany,,0.8,1.5,50,75,0,3,0,2,0,3.5,,,,,Nelson Sauvin,,,"Flavors of white-wine and fruit, aromas of cassis, elderflower, grapes, grapefruit and lemongrass.","Hallertau Blanc, daughter of Cascade, was released to the world in 2012. Established on the Hüll farm in the German Hallertau region, it was grown primarily for use in American-style Ales. Hallertau Blanc’s flavor profile is said to be fruity, with wine-like qualities of gooseberry and grass, similar to that of Sauvignon Blanc. It also features a complex aroma profile with notes of cassis and elderflower in addition to grapes, grapefruit and lemongrass. Other notes detected in trials have been passionfruit, pineapple and gooseberry."
,Bullion,Bittering,6.7,12.9,3.7,9.1,39,,UK,Retains 40%-50% alpha acid after 6 months storage at 20ºC (68ºF),1.14,2.7,45,55,23,30,9,11,,,,,,,"Columbus, Northern Brewer, Galena, Chinook, Brewer’s Gold","Stout, Doppelbock, Barley Wine, Imperial Stout",,Elements of spice and dark fruits,"Sister selection to Brewer’s Gold, Bullion was first bred in 1919 at Wye College, England and originates from a wild hop cutting sourced from Manitoba, Canada. It was officially released in 1938."
,Sorachi Ace,"Bittering, Aroma",11.5,16,6,7.5,23,28,Japan,,1.5,3,44,55,20,26,7,11,2,5,,,,,,"Lager, Pilsner, Saison",,"Flavors of lemon citrus, orange, dill, cilantro","If you’ve ever enjoyed Sapporo, then you know what Sorachi Ace can do. Originally produced by the Sapporo Brewery in Hokkaido, Japan in the mid-1980s, it was resurrected in the US in 2006. It is a cross between Saaz, Brewer’s Gold and BeiKei No. 2."
,Ella,Aroma,13.3,16.3,4.8,7.8,34,38,Australia,,2.4,3.4,40,50,16,22,12,18,0,1,,,,,,"Lager, Pilsner, Pale Ale, Stout",Stella,"Tropical flavors, grapefruit, star anise","Ella™ hops, formally known as Stella, is an Australian aroma variety. It is half-sister to Galaxy® and the progeny of Spalt and a tetraploid female and was developed in the state of Victoria in the early 2000’s. By 2007, Ella™ was ready for release in brewing trials. An immediate hit, the variety was fast-tracked into commercial production."
,Hybrid-2,Aroma,10.2,,6.3,,32,,South Africa,Retains 60% alpha acid after 6 months storage at 20ºC (68ºF),0.9,,52,,3,,9,,3.9,,,,,,"Yakima Cluster, California Cluster",,Hybrid,,"Hybrid-2 was developed in South Africa in the early 1940’s. Thought to be an open-pollinated seedling of California Cluster, it was discontinued in South Africa in 1964 due to low yields. It is however still produced commercially in Cashmere, India where it shows significantly better yields."
,Lucan,Aroma,4,,3.3,,21,,Czechia,,,,,,,,,,,,,,,,,,"Saazer, Bohemian Early Red","Mild bitterness, noble aroma","Developed at the Hop Research Institute in Zatec, Czechia, and officially registered in 1941, Lucan was created via clonal selection of the Czech Zatecky Krajovy variety. Known as being one of the Czech Rebublic’s oldest varieties, it is also thought likely to be a close relative of Saaz. Noted for its commercially desirable noble aroma qualities and mild bitterness, its yield is marginal in the US, but decent in its native Czechia."
,Northern Brewer (US),"Bittering, Aroma",8,10,3,5,20,30,US,Retains 70%-85% alpha acid after 6 months storage at 20ºC (68ºF),1.5,2,50,60,20,30,5,10,0,1,,,,,"Northern Brewer, Chinook",India Pale Ale,,,"Genetically distinct from the original English variety, US Northern Brewer was created as a cross between Northern Brewer and a Native American variety. The result is much better suited to US growing conditions."
,Nugget,"Bittering, Aroma",9.5,14,4.2,5.8,22,30,US,Retains 70%-80% alpha acid after 6 months storage at 20ºC (68ºF),1.5,3,48,59,12,22,7,10,0,1,,,,,Galena,"India Pale Ale, Imperial India Pale Ale",,"Solid bittering, light flavor, herbal aroma","Nugget’s super alpha acid content, low beta and low cohumulone percentages give it an excellent bittering kick popular in IPAs, Imperials and other super hoppy brews. It’s high myrcene content also results in a green, herbal aroma."
,Zeus,Bittering,13,17.5,4.5,6.5,30,40,US,,2.4,4.5,45,55,9,14,5,10,1,,,,,,Columbus,,CTZ,"Sweet citrus, herbal aromas","Aptly named after the god of lightning and thunder, proprietary American hybrid variety Zeus is a high yielding hop with a pleasant aroma noted for its pungent hoppy “kick” and spicy, herbal flavor and aroma."
,Northern Brewer (UK),"Bittering, Aroma",9.5,,4,,26,,,Retains 77% alpha acid after 6 months storage at 20ºC (68ºF),1.6,,56,,21,,7.6,,0.1,,,,,,,"Lambic, Porter, California Common, European Ales, Stout",,Minty and resinous,"Northern Brewer is a well-known dual-use hop developed at Wye College in 1934. Currently, it is being grown in several countries around the world. The original was a cross between East Kent Golding and a Brewer’s Gold male. Today, it is grown mostly in Germany and the US."
,Target,"Bittering, Aroma",8,12.5,5,5.5,29,35,UK,Retains 45%-55% alpha acid after 6 months storage at 20ºC (68ºF),1.6,2.6,17,22,8,10,0,1,0,1,,,,,"Fuggle, Willamette","Bitter, Pale Ale, Kentish Bitter, India Pale Ale, Brown Ale, American Lager",Wye Target,,"English dual-use variety Target was released in 1992 and features a lineage including Northern Brewer and Eastwell Golding. Though being somewhat closely related, Target’s cousin, Challenger is considerably different."
,Sunshine,Aroma,6.7,8.2,2.1,3.1,34,,UK,Retains 50% alpha acid after 6 months storage at 20ºC (68ºF),1.35,,55,,0.9,,,,,,,,,,,,,,"Mother to Comet, Sunshine was developed via open pollination seedling selection at Wye College in England. It was selected by Professor E. R. Salmon in the early 1930’s and exhibits a very similar oil profile to Comet."
,Talisman,"Bittering, Aroma",5.7,6.7,2.8,3.6,53,,US,Retains 64% alpha acid after 6 months storage at 20ºC (68ºF),0.72,,68,,4,,5.9,,0.2,,,,,,,,,,"Released in 1965, Talisman is an American Cluster variety descended from Cluster. Peaking at 4.6% of total US hop production in 1973, the popularity of Talisman has steadily declined ever since. Currently, it is no longer grown commercially. It has fairly low alpha acids, although up to 8% AAU was recorded in the Yakima Valley."
,Vic Secret,"Bittering, Aroma",14,17,6.1,7.8,51,56,Australia,,2.2,2.8,38,41,12,21,11,15,0,1,,,,,Galaxy,"Pale Ale, India Pale Ale, Stout, Porter","Victoria, Victoria’s Secret, Victoria Secret","Tropical fruit, pine, herbs","Vic Secret had her first commercial harvest in 2013. Developed in 2000 in Victoria, Australia alongside sister variety Topaz, Vic Secret features elements of tropical fruit, herbs and pine with clean notes of pineapple and passionfruit."
,Tillicum®,Bittering,13.5,15.5.,9.5,11.5,35,,US,Retains 80% alpha acid after 6 months storage at 20ºC (68ºF),1.5,,40,,14,,7,,,,,,,,"Galena, Chelan®",,,Elements of stone fruit and citrus,"Daughter of Galena and sibling to Chelan®, Tillicum® is a proprietary hop trademarked and grown only by J.I. Haas of Toppenish, Washington in the Yakima valley. Developed in the late 1980’s and released in 1995 it is an excellent yielding hop that keeps well and has high average alpha and beta acid content. It’s said to share the stone fruit and citrus characteristics of its other family members."
,El Dorado ®,"Bittering, Aroma",13,17,7,8,28,33,US,Retains 60%-75% alpha acid after 6 months storage at 20ºC (68ºF),2.50,3.3,55,60,10,15,6,8,0.1,,,,,,"Galena, Simcoe®","Wheat, India Pale Ale",,"Flavors of tropical fruit, pineapple, mango. Aromas of pear, watermelon, stone fruit and candy.","El Dorado is a relatively new kid on the block. Created by Moxee Valley-based CLS Farms, LLC in 2008, it was released to the public in 2010. A product of the Yakima Valley’s cooler climate, it features a uniquely fruity flavor profile in addition to desirable bittering and aromatic properties."
,Furano Ace,Aroma,7,8,5,8,21,,Japan,Retains 70% alpha acid after 6 months storage at 20ºC (68ºF),1.53,,50,,19,,7,,12,,,,,,,,,European-style aroma,"Furano Ace is an aroma hop originally cultivated by Sapporo Brewing Co. Ltd. in the late 1980’s. Bred from a mix of Saaz and Brewer’s Gold, it has a pleasing European-style aroma but it is no longer grown in any significant commercial capacity. It was primarily grown in an effort to create a Saaz-like aroma variety that would outperform the then common Shinshuwase hops variety."
,Premiant,Aroma,8,12.5,4.5,8,22,23,Czechia,,1.1,1.8,35,50,25,35,7,13,1,1.5,,,,,,"Pilsner, Ale, Pale Ale, Belgian Ales, Belgian Pilsners",Czech Premiant,"Neutral bittering, slightly spicy","Premiant, meaning prized or prize-winning, is moderately bittering with a low cohumulone ratio. This makes it an ideal neutral bittering agent, especially for Pilsners. Released in 1996, it is a descendant of Northern Brewer and often employed by brewers in Belgian Pilsners and is also well suited to Belgian, French and German Ales as well. This versatility is perhaps one reason that breweries dabbling in Czech or Belgian styles have a strong preference for Premiant."
,Yakima Gold,"Bittering, Aroma",8.8,10.5,4.3,5,21,23,US,,1.9,2.3,45,50,21,25,6,8,9,10,,,,,,,Yakima Goldings,,"Developed by Washington State University and released in 2013, Yakima Gold has excellent mild bittering and aroma properties and makes for a great dual-use hop. It descends from Early Cluster and a wild Slovenian male, so it may display some Saaz-like qualities."
,Yeoman,"Bittering, Aroma",12,16,4,5,25,,UK,Retains 80% alpha acid after 6 months storage at 20ºC (68ºF),1.7,2.4,48,,20,,10,,,,,,,,,,Wye Yeoman,,"Bred at Wye College in the 1970’s, Yeoman is no longer available on the commercial brewing market, but instead has made its mark in breeding other notable varieties. It is responsible for Pioneer and also the Australian hop Super Pride, which has since superseded Pride of Ringwood."
,Bullion 10A,Bittering,8,13.8,2.8,6.9,42,,,Poor,1.55,,63,,12,,7,,0.2,,,,,,"Columbus, Northern Brewer, Galena, Chinook, Brewer’s Gold","Stout, Doppelbock, Barley Wine, Imperial Stout",,Same as Bullion,"Though technically still Bullion, Bullion 10A is a heat-treated and meristem-tip cultured version of the original English variety. Developed by the USDA and released in 1972, it was retired from production in the US in 1985 along with the original Bullion following the introduction of super-alpha varieties."
,Dunav,Aroma,5.1,9.6,2.8,4.6,30,,Serbia,Retains 74% alpha acid after 6 months storage at 20ºC (68ºF),1.19,,19,,19,,6,,6.2,,,,,,,,,,"Originating in the former Yugoslavia, Dunav was bred in the 1960’s with the intent of replacing the low-yielding Backa. However, it has never truly been accepted commercially and remains in limited production in Serbia. It is a triploid cross from Northern Brewer, Styrian Golding and a wild male. Sibling to Neoplanta and Vojvodina, Dunav tends to exhibit a variable alpha acid rate but enjoys good storage stability."
,Greensburg,"Bittering, Aroma",5.2,,7.2,,,,US,,,,,,,,,,,,,,,,,,,"Fruity, woody aromas",Greensburg is an American aroma hop grown mainly in southern Idaho and is used primarily by microbreweries. It has both fruity and woody notes. Its beta acids actually supersede its alpha acid content. Best when added to the end of a boil for aroma.
,Opal,"Bittering, Aroma",13,14,3.5,5.5,28,34,Germany,Retains 60%-70% alpha acid after 6 months storage at 20ºC (68ºF),0.8,1.3,30,45,20,25,9,10,0,1,,,,,"East Kent Golding, Styrian Golding","Pilsner, Hefeweizen, Helles, Lager, Brown Ale, Saison, Tripel, Wheat, Kolsch, Blonde Ale",,"Flavors of spice and citrus, slight sweetness","Developed by the Hull Hops Research Institute in Germany, Opal hops feature a clean aroma and flavor profile of spice and citrus with a hint of sweetness. It was released to the brewing world in 2004 and is considered useful for both aroma and bittering."
,Smaragd,"Bittering, Aroma",4,6,3.5,5.5,13,18,Germany,Retains 60%-70% alpha acid after 6 months storage at 20ºC (68ºF),0.7,1.7,20,40,30,50,9,14,1,,,,,,,"Ale, Amber","Emerald, German Emerald","Predominantly fruity aroma with bold floral notes, flavors of earth and spice","Smaragd is another interesting hop to come out of the Hop Research Institute in Hüll, Germany. Bred with the purpose of creating a more disease resistant alternative to Hallertau Mittelfrüh, it was released for large-scale production in 2007."
,Galena,Fruity aroma,12,,7.5,,39,,US,Retains 75%-80% alpha acid after 6 months storage at 20ºC (68ºF),0.9,1.3,55,60,10,15,3,6,0,1,,,,,"Nugget, Columbus, Zeus, Chinook, Pride of Ringwood, Eroica, Newport, Cluster, Brewers Gold","Imperial Stout, Stout, India Pale Ale, Barley Wine",,Fruity aroma,Super alpha Galena is one of the most widely used bittering hop varieties in the US and is also an excellent dual-use hop.
,Satus®,Bittering,12.5,14,8.5,9,32,35,US,Retains 60%-70% alpha acid after 6 months storage at 20ºC (68ºF),1.5,2.8,40,45,15,20,7,10,0,1,,,,,"Nugget, Galena","India Pale Ale, Pale Ale, Stout, Barley Wine, Imperial Stout",,,"Satus® is a trademarked variety of Yakima Chief Ranches in Washington State. It is a high alpha dual-use hop considered great as a clean foundational hop when used at the beginning of a boil and when an extra punch of hops is desired. When used late, strong citrus notes come to the fore."
,Early Green,Aroma,,,,,,,UK,,,,,,,,,,,,,,,,,,,,"Developed in the UK, Early Green arrived in the US in the early 1930’s. To this day, little analytical data can be found on the variety. Despite gaining almost no traction as a brewing hop in its own right, it was chosen as a parent in the breeding of many classic varieties like Crystal, Horizon, Nugget and Mount Hood, among others."
,Celeia,Aroma,5,6,3,4,25,,Slovenia,Retains 56% alpha acid after 6 months storage at 20ºC (68ºF),1.3,,49.5,,17.6,,7.2,,5.6,,,,,,"Saaz, Bobek, Styrian Golding","English Ale, Lager, American Lager, Pilsner, English Ale, Extra Special Bitter",,Floral and citrus aroma,"Celeia is the triploid offspring of Styrian Golding, Aurora and a Slovenian wild hop. It features an excellently balanced profile all around and very good storage stability. A versatile hop, it has seen widespread use in Lagers, Pilsners, English-style ales and ESBs. It loves deep clay soil and requires a large planting distance."
,Riwaka,Aroma,4.5,6.5,4,5,29,36,New Zealand,,0.8,,68,,9,,4,,1,,,,,,Saaz,"India Pale Ale, Pilsner, American Pale Ale",D Saaz,Notes of grapefruit and kumquat,"Considered to be one of the darling hops of the New Zealand craft beer scene, Riwaka’s abundant oil content is nearly twice that of its parent variety Saaz. This unique oil balance alongside a near 1:1 ratio of alpha to beta acids gives it a strong sweet citrus note that, according to one brewer, makes it the “ultimate” for hoppy beers. Riwaka, formerly known as D Saaz, is a product of HortResearch’s New Zealand Hops “hops with a difference” program and was officially released to the brewing world in 1997."
,Viking,Aroma,8,10,4,5,21,24,UK,Retains 70% alpha acid after 6 months storage at 20ºC (68ºF),1.16,,47.3,,10.5,,5.3,,9.1,,,,,,Saxon,American Brown Ale,Wye Viking,Pleasantly hoppy,"Developed in 1968, Viking hops were first bred at Wye College in England as a cross between Svalof and an unnamed English male. They were released to the public in 1973. Sister to Saxon and grandchild of Bramling Cross and Northdown, this hybrid red-bine variety is considered part of a modern wave of British aroma hops with heightened alpha acids."
,Bobek,"Bittering, Aroma",3.5,9.3,4,6.6,26,31,Slovenia,Retains 66% alpha acid after 6 months storage at 20ºC (68ºF),0.7,4,30,63,12,19,4,6,3,7,,,,,"Fuggle, Willamette, Styrian Golding","English Ale, Extra Special Bitter, Lager, Pilsner","Styrian Golding B, Styrian Bobek","Pleasant aroma, pine","Diploid hybrid Bobek features a pleasant floral aroma. Bred in its native Zalec region of Slovenia alongside Blisk and Buket, Bobek was an attempt to create both high alpha and good aroma in one cultivar. Bobek is not being commercially produced at this time. Its parents are Northern Brewer and a Slovenian male."
,Caliente,"Bittering, Aroma",15.3,,4.3,,35,,US,,1.9,,,,,,,,,,,,,,,"India Pale Ale, Wheat, Pale Ale, Spice Beer",,"Falvors of citrus, peach and pine, aromas of stone fruit and mandarin","Caliente means “hot” in Spanish. That is, temperature hot and not spicy hot. It isn’t clear exactly why this particular variety was named that but it appears to be reasonably well received by the craft brew market featuring in quite a few commercial brews to date. There is some difference of opinion on it’s exact tasting notes but it has been said to impart flavors of citrus, peach, pine and even cherry along with distinct aromas of stone fruit and mandarin. Subtle aromas of peach have also been documented."
,Atlas,Aroma,9,11,4,,36,,Slovenia,Retains 50% alpha acid after 6 months storage at 20ºC (68ºF),1.3,1.6,59,,9,,4,,13.3,,,,,,,"American Pale Ale, Belgian Ale",Styrian Atlas,"Intense notes of lime, blossom, and pine","Released in the 1970’s, Atlas enjoys both good bittering and aroma qualities with intense notes of lime, blossom and pine. Like its siblings Aurora, Ahil and Apolon, Atlas has been cut back in commercial production over industry confusion stemming from its incorrect classification as a Super Styrian. It’s a Slovenian breed but is in actuality a seedling of Brewer’s Gold. Developed by Dr Tone Wagner at the Hop Research Institute in Zalec, Atlas has also accomplished USDA accession."
,Red Earth,Aroma,,,,,,,Australia,,,,,,,,,,,,,,,,,"California Common, American Pale Ale",,"Spicy, woody aroma and flavor with an undernote of citrus","Red Earth hops bring with them an altogether “Australian” depth of character. They’re a modern Australian breed which carry a decidedly spicy, woody aroma and flavor with a citrusy under note. The name stems from the reddish hue cones exhibit as they emerge from the early, burr stage of development."
,Magnum (US),Bittering,10,14,4.5,7,24,30,US,,1.9,3.,,,,,,,,,,,,,"Magnum, Horizon, Northdown, Northern Brewer","American Pale Ale, American India Pale Ale, Strong Ale, American Lager",Yakima Magnum,"Clean bittering, light citrus flavor","Magnum is grown on limited acreage in the US but what is produced has an excellent bittering profile and a nice, hoppy, floral aroma and subtle characters of citrus. Though genetically indistinguishable from the original German Magnum, some subtleties undoubtedly exist through varied growing conditions between the two countries. Both hops however are largely considered to be totally interchangeable."
,Zenith,Bittering,9,11,3,,25,,,Retains 82% alpha acid after 6 months storage at 20ºC (68ºF),1.76,,52,,18,,7,,,,,,,,,,,,"Zenith is a hop of unknown pedigree but was grown as a high alpha hop with good resistance to disease. It has high alpha and high myrcene, low cohumulone and a myrcene/humulene ratio of about 2:1. Its rhizomes are usually available from November to February, which is also the best time to plant them."
,East Kent Golding,Aroma,5,6,2,3,29,,,Retains 78% alpha acid after 6 months storage at 20ºC (68ºF),0.85,,42,,27,,9,,0,1,,,,,"Whitbread Golding, Progress, Fuggle, First Gold","Pale Ale, Extra Special English Ale, English Dark Ale, English Light Ale, Belgian Ale, Christmas Ale","Kent Golding, EKG, Canterbury Golding","Aromas of lavender, spice, honey, thyme, earthy flavors","East Kent Golding is often thought of as the ultimate English hop. Grown exclusively in Kent, England and descended from Canterbury Whitebine, it is a centuries old variety. Despite claims to the contrary, it is identical to Canterbury Golding. The two names have been used interchangeably for some time. Canterbury is a town in East Kent and the hop was first brought to market there in 1790. Some, however, charge to this day that East Kent Golding and Cantebury Golding are two distinct varieties though there is no clear evidence to support this. The variety began to be known primarily as East Kent Golding in 1838."
,Tettnanger B,Aroma,5.3,,5.2,,23,,Germany,Retains 50% alpha acid after 6 months storage at 20ºC (68ºF),0.9,,53.8,,14,,4.1,,11.5,,,,,,"Tettnanger, Saaz, Hallertau","Lager, Pilsner",,Pleasant continental-style aroma,"Sister to Tettnanger A, Tettnanger B was also thought to be superior to its parent through heightened levels of alpha. Through US testing however, this is now in question. Bred in the 1970’s through clonal selection from the original German Tettnanger hop, it features pleasant, continental-style aroma characteristics. It is also very likely descended from Czech variety, Saaz, a variety to which it is genetically similar."
,Cicero,"Bittering, Aroma",6,7,2.4,,29,,Slovenia,Retains 80% alpha acid after 6 months storage at 20ºC (68ºF),1.05,,51,,18,,7,,3,,,,,,,American Pale Ale,HBC 394,,"Sister to Cekin, Cicero is a dual use hop with a Styrian-type aroma bred from Aurora, a Yugoslav tetraploid male and a USDA tetraploid male. Developed in Slovenia in the 1980’s, Cicero possesses very high vigor and yield potential in home region but has not tested well in the US."
,Galaxy ®,"Bittering, Aroma",11,16,5,6.9,32,42,Australia,,3,5,33,67,1,2,7,9,2,4,,,,,"Citra®, Amarillo®, Centennial","Pale Ale, India Pale Ale, ESB",,"Citrus, peach and passionfruit aromas","Descended from German variety Perle, Galaxy® is a unique Australian breed of hops that has the distinction of sporting the highest percentage of essential oils in the industry."
,Agnus,"Bittering, Aroma",9,14,4,6.5,4,6.5,Czechia,Fair to poor,2.0,3.,40,55,15,20,8,10,1,,,,,,,"Czech Pilsner, German Lager, Pale Ale",,Strong spicy and herbal notes,"Agnus is the first high-alpha bittering hop to come out of the Czech Republic. It’s name is derived from Czech hop breeder Frantisek Beranek, who’s surname translated into Latin is Agnum – or Lamb in English. Registered in 2000 and released the following year, Agnus is a bittering hop with strong spicy and herbal notes and has been compared by some to Nugget and Magnum."
,Southern Star,Bittering,12,14,4.8,5.2,31,31,South Africa,Retains 60%-70% alpha acid after 6 months storage at 20ºC (68ºF),1.6,1.6,39,,22,,15,,12,12,,,,,Outeniqua,,,,"Released in 2001, Southern Star was developed in South Africa around 10 years after Outeniqua and Southern Promise. Like it’s two predecessors it is also considered a day neutral variety, meaning it can be grown in locations with reduced daylight. It is used primarily for bittering but also features a spicy, tangy flavor and some aroma."
,Merkur,"Bittering, Aroma",12,16.2,5,7.3,17.8,19,Germany,Retains 60%-70% alpha acid after 6 months storage at 20ºC (68ºF),2.6,3,48,49,29,32,8,9,0,1,,,,,Magnum,,Hallertau Merkur,"Earthy, spicy bitterness, citrus zing","Merkur or Hallertau Merkur as it is sometimes known, is a high alpha bittering hop developed at the Hull Hops Research Institute in Germany. It was released in 2000. It’s not all about bittering potential though; Merkur boasts high myrcene and humulene oil content giving it an earthy grounding and citrus zing. It works especially well in the early to mid-stages of brewing. Merkur is a descendant of Magnum."
,Early Promise,Aroma,6.1,,1.7,,30,,UK,,0.5,,42,,18.4,,,,,,,,,,,,,Continental-style aroma,"Early Promise was originally selected at Wye College, England, most likely from an old English variety through mass selection. Though originally slated for use as an aroma hop in the US, its poor yield in its USDA Corvallis plot eventually led to its discontinuation as a commercial prospect. Like Early Prolific, Early Promise may be useful for breeding aroma hops with a continental-style aroma."
,Keyworth’s Early,Aroma,8.6,,3.3,,33,,UK,Retains 72% alpha acid after 6 months storage at 20ºC (68ºF),1.39,,45,,22,,7,,,,,,,,Keyworth’s Midseason,American Ales,OJ47,Lemon and grapefruit notes,"Keyworth’s Early is a venerable old English hop which was, for a while, discontinued from production due to low yield. Raised at Wye College, England in the 1920’s, it was rushed into production on the back of Dr. W. G. Keyworth’s research in the 1940’s after Verticillium wilt became a major problem in parts of Kent. Due to its promising resistance, it gained in popularity for a while but fell out of favor with both brewers and growers."
,Record,Aroma,7,12,4,8,27,,Belgium,Retains 58% alpha acid after 6 months storage at 20ºC (68ºF),1.82,,50,,24,28,8.2,,0.16,,,,,,Northern Brewer,"Ale, Lager, Pilsner, Wheat, Belgian Ale",,"Pleasant European aroma, mildly fruity","Originating in Belgium sometime prior to 1970, Record hops feature a pleasant European aroma. Bred from an open pollination Saaz and Northern Brewer, their aroma characteristics are said to closely resemble that of the later parent, Northern Brewer. Flavor-wise, they have been described as mild and somewhat fruity. Record has been grown in a commercial capacity in both Germany and Belgium."
,Spalter Select,Aroma,3,6.5,2,5,20,28,Germany,Retains 60%-70% alpha acid after 6 months storage at 20ºC (68ºF),0.5,1.2,40,50,15,20,6,8,10,15,,,,,"Saaz, Tettnanger, Spalt, Hersbrucker, Perle, Hallertau Tradition","Kölsch, Belgian Ale, French Ale, Lager, Bock, Helles, Alt, Pilsner, Marzen","Select Spalt, Spalt Select",,"Released in 1993, Spalter Select was bred in Hüll, Germany in an effort to increase yield potential and disease resistant and serve as a commercial replacement for Spalt. These efforts were quite successful."
,Star,Aroma,3.2,,1.7,,24,,Belgium,Retains 82% alpha acid after 6 months storage at 20ºC (68ºF),0.47,,34,,33.9,,11.7,,3.7,,,,,,,,,Pleasing continental-style aroma,"Not to be confused with Southern Star, Star is an old Belgian land race variety, which is no longer grown commercially. It was largely discontinued due to poor vigor and yield but It is however still obtainable in small quantities for home brewing. It exhibits excellent storage stability and sports a lovely continental-type aroma."
,Glacier,"Bittering, Aroma",3.3,9.7,5.4,10,11,16,,Retains 70%-75% alpha acid after 6 months storage at 20ºC (68ºF),0.7,1.6,33,62,24,36,7,13,0,1,,,,,"Willamette, Fuggle (US), Tettnanger, Golding (US)","Extra Special Bitter, India Pale Ale, Wheat Beer, American Pale Ale",,"Herbs, wood and citrus","Developed by Washington State University and released in 2000, Glacier is a high yielding, dual-purpose hop characterized by low cohumulone levels, giving it a moderate and pleasant bitterness. Glacier’s aroma and flavor notes are herby, woody and citrusy."
